Sample P15 P19 P26 P28 P6 P5 P9 P22 P21 P23 P4 P14 P3 P18 P16 P20 P17 P24 P11 P27 P8 P10 P7 P2 P13 P12 P25 QC1 QC2 QC3 QC4 QC5 QC6 QC7 blank
CalcMWRT A2 IBE2 IBE1 ENT ENT ENT A1 IBE1 IBE2 IBE1 ENT A2 ENT IBE2 A2 IBE2 IBE2 IBE1 A1 ENT A1 A1 A1 ENT A2 A2 IBE1 QC QC QC QC QC QC QC blank
240.14742/2.216 342069.315140028 689204.281158638 918420.330436351 1041083.3883698 799754.095494917 1073847.38252383 590817.275438587 513919.35470577 1003601.28474186 495140.473972237 420808.947167109 611622.181750852 747525.391500266 555415.87745775 766062.078652688 617303.32131572 721461.247198026 273285.016905662 624612.780403697 1680499.51402474 420261.250253617 624655.818169411 399022.199285181 1318708.72285097 843586.54012464 664647.794659032 624450.788986985 511636.008602342 743184.22496424 708604.369776454 697785.293280826 669538.89388733 633961.083124191 637764.764151299 7594.5065751127
266.11551/10.202 255312.883540755 526192.246909688 215013.597228564 1704772.30881478 215070.575047492 590800.582541359 476783.613082677 444019.382466817 523720.918642566 409162.716430009 267971.069086821 402792.602693942 441964.096791094 588872.024063325 513552.241841861 289532.548036547 396234.898925008 616199.431749474 188545.139913512 1552838.06285304 293482.242035238 555751.406767641 298894.482303671 431972.585515444 363731.115413326 417472.008833854 216104.840957988 679220.399043997 658651.924821803 666953.46527732 652452.389954075 644048.486239346 668565.783883745 680232.695636275 9577.83626768409
306.16558/10.961 543827.936772721 645247.381541139 661175.435405403 465443.518912097 645022.585029719 721508.80217518 719843.667292324 647104.607346635 483756.690414797 821968.333324772 929678.542973916 803070.306761313 741246.187193641 709786.092643829 599887.504272543 145650.547506111 515445.976612258 602111.317155924 530744.68053878 427059.989762775 545512.536640403 1649201.57627535 407788.260588411 23159.2989892006 352893.638135543 459717.801934653 446827.240615532 508707.968544654 522747.283654802 507130.104797951 440035.253850263 510046.72773642 503387.64563811 523702.725622015 17879.7572402476
413.29317/10.183 1126590.81303615 278142.768476102 34407.5348515744 70601.4401833371 67364.2899988506 71588.5590062764 325961.980854786 90381.493551657 73901.6251515656 91568.7636943219 156181.148568697 610514.111460868 276504.661673407 21545.2520554816 417409.39970167 116752.876788145 377123.799379239 64395.8803434689 1268313.90650888 98613.9468750493 410199.866863827 232165.430280265 170537.286101751 271797.359768415 926843.628891499 1565357.76006235 45952.9619910811 436244.328756807 383294.186074615 427228.515072175 375191.305001661 406923.746160549 404157.11245778 425481.400867299 7642.05848741524
247.88423/0.955 1083938.06829629 514022.372977852 461923.724414196 316990.652552575 390290.178698152 351558.704140994 927034.242650005 703513.638692285 245618.352542124 871434.054455775 416104.940005029 1564145.82874371 429547.821602161 369541.26235671 1344147.49056205 473851.914905345 421834.478815999 764178.873362925 897128.934514896 179410.001920252 1433776.02384673 973521.255029754 1426380.73428508 122964.176046133 929508.079481566 975419.072442504 637076.299865796 670850.165431753 686341.607656929 707837.128021281 716565.937709837 654899.044797814 673686.606964021 707600.752372972 2836.37817343799
188.07979/0.923 438685.817725969 247938.57069823 634150.287941975 585232.409362435 427942.111225813 530987.240012363 519930.596124176 426207.35259922 939072.171170691 337265.414986009 315386.286968776 413861.628413355 720289.993461116 419027.673227981 705790.280558763 577257.729990852 487672.714021242 346674.22400098 673672.778331209 1149942.52359662 368689.128736179 513970.537690476 278943.887041668 1165617.0633626 598974.112173983 524288.275399797 406940.516773752 632406.395447014 668041.377776897 519090.893824339 641251.610955948 589487.2571404 645818.522355748 608911.446350116 31973.8910186958
221.0722/1.377 1465473.56224273 101110.250605615 229954.197600222 112070.17773168 121978.96271199 96427.0678017062 1442742.0252726 208192.298341666 135451.658604933 391865.239979008 82778.692513131 1316038.87323294 93772.6656448009 64446.4929088946 713040.578542573 85959.1546836982 73626.5290160803 292790.551365056 1478518.44979482 115458.461738113 733641.323900544 826714.48432312 944508.137556803 78310.3558183183 407179.038212033 854111.453914596 337248.854160957 585262.479296229 556212.014649231 343735.479360354 568608.700124389 531278.975371288 584283.227507667 463223.992473829 4791.82361983772
368.15609/8.231 11229.8563034465 787340.366692181 351096.997416474 194184.577468829 304435.498562906 395588.713393967 10996.0897286593 1610311.20713454 222539.149065352 837492.298019722 867694.336777073 9786.6692076113 105032.519024216 1102859.32117414 9108.62453481746 144751.861602359 1329516.90664484 1250835.1084258 9683.00647928152 31351.5641306368 8961.20002227709 8039.50006231949 8223.61210249236 9916.22579827452 8595.28647795143 8332.62129301102 964603.280961585 252005.377728188 272887.789054433 271953.783349969 260784.851772338 293556.734904126 294272.791374392 225860.238092272 10166.5919519764
106.04187/1.695 694020.962372339 849980.988285225 1316740.92574801 894014.185606039 684139.448670032 842490.172192306 645743.046540096 1170756.16693678 1087434.76766067 1041125.10942926 834016.369117112 731983.83425107 903181.755259197 1194908.93739164 759382.22089719 1095555.19842261 1099674.86577058 1106978.39645985 693436.452161867 855926.625257093 748967.130857422 728416.781790295 701770.93660321 932694.21002837 542596.012475883 642888.519210491 1185335.97303031 952404.105437818 961858.852984741 891037.233601331 958433.196651601 962898.66456014 954465.112817867 925430.396585406 70687.1344870449
272.17356/1.37 382027.67869803 528732.938881758 889362.043557316 819776.916935218 713978.279154096 728258.631375173 692153.010979499 501000.869748766 839244.530593085 351475.869778536 410539.783348277 596783.115886379 616533.782819568 576059.758812553 593617.087881117 568831.469308133 618167.973413722 294585.076342937 589514.512832546 1394728.96029979 270128.144233797 472541.367338422 400144.810703719 1408174.98252586 761223.245302073 738931.04476617 753455.036347857 587313.901407128 571779.740946208 733854.089809594 733228.03179951 484867.793573759 682825.347394296 600043.48407711 3713.88604118167
298.10696/4.419 677773.685858289 577936.590721911 650359.798341035 417418.282206885 553623.74779671 670893.972800672 1061615.35622157 401159.445234265 445434.596679466 1152827.33881035 674918.395498746 1323088.53734217 739338.143339472 663639.032855999 846393.82378619 208429.504063704 508720.369878425 844387.505555681 716129.612032612 399333.019042333 771008.699188416 779885.518035462 711603.81234346 8452.54489340969 559671.440884267 644790.737707939 457726.120338701 569276.613795018 541057.919447708 587392.991028785 586329.16627035 547067.384053275 560559.209401181 571233.200065141 6622.34627807349
475.27019/11.816 682633.202485341 548654.052778296 616815.539570227 975774.629362434 631024.156000961 917752.058521023 521424.095991911 1277941.16895669 302032.17030499 518047.567899162 666289.19925924 837193.702908432 1102836.89615772 467402.600105145 874599.917671624 336840.360333629 360942.002637944 604799.47490443 471344.463396795 778364.853151461 640477.872870728 596281.118477023 742175.065381879 1017780.11942801 573570.636171412 681855.985865024 440963.357633279 700338.924933955 798658.23799042 651468.610720669 737735.127447614 718695.21874857 694325.109021551 769103.545352185 8351.745622096
154.11061/2.115 576223.813434418 670205.851310324 812221.887828867 410135.888549913 442363.136466182 544782.48395721 611850.397670617 311203.607762208 382699.297192125 940092.370048745 838757.308101401 1196757.12336285 408702.055278869 435786.539095435 598690.545066584 395371.931491267 1062029.30110001 892406.13342428 753714.642485264 474493.266171924 850464.653872997 368167.761702666 386396.677558494 227325.315938886 893909.625776234 1140480.46113868 929643.759397363 556212.537596663 539233.18700912 467094.085693284 538592.946737941 541042.986192411 519807.740285673 535477.93966788 13151.4903691684
174.13681/0.924 1255667.5052558 747643.659980066 889782.38343326 552879.286466876 525421.267368156 483659.713003341 913731.966582339 1116459.57967039 611055.727718119 997963.738158412 591713.473166069 869681.556416025 637409.574966481 766945.32248782 900437.560608743 897641.718794125 892429.581318357 1107444.86225811 946164.565244842 403609.866166536 1282536.12890751 950752.989656663 1165839.12277253 397361.913518587 922990.198089869 964786.2681169 770505.40814241 892182.045548486 820563.519753835 838470.690121736 869047.200745412 804243.120494683 900953.177535761 832742.725874812 2523.93869366106
183.126/1.959 413784.046410762 541361.743701334 609961.162963471 803987.256490286 617294.126727819 796557.871676195 619012.543343205 645455.669722986 963913.221360838 483366.688865039 663977.137930086 609488.00195692 602991.233611929 622318.139856068 682591.836868365 659338.066441612 580269.586667573 228040.894049871 667599.273391039 1246052.53741842 328892.344015149 491094.77007627 415570.449492108 1050603.42169608 747111.074796587 717413.806361111 565554.006990401 644134.519945985 577134.218139509 674210.193581429 679305.441482982 654592.784324803 627675.7106352 610013.257457216 63326.2501665251
279.12206/4.055 740790.056731274 814574.403728649 819562.551850276 655904.633961094 927281.61615792 911747.527726562 1024948.00675486 1058878.397382 1003428.46114463 1237262.66525143 1255685.11202645 1137928.97596787 1017036.46044078 1104326.61338361 980117.320646849 361608.628706043 893640.785672705 1078958.42193789 1159703.29985648 958536.511179398 939735.416257043 895955.93195987 836248.311013393 8654.6238297455 910407.863538485 822002.32910926 841315.68308313 795271.090879629 814846.189974666 798285.835571732 826814.94044037 819574.894623562 791596.98748662 806976.860431702 49483.2129838736
230.12671/1.623 1245952.62448628 430792.291206827 568577.578677348 356272.150607437 262136.023980881 321242.622080963 910325.596196157 545150.661211821 313007.306136968 570040.002083491 290362.520808608 1001743.9898983 416354.876244112 324210.682994149 644826.030326759 372491.704763888 297211.876713881 635948.101582674 778723.222907153 420361.032507042 1104256.54987761 676107.305588568 605272.305468401 498814.359051688 678234.360019605 974010.522310733 479853.803826803 672283.273081248 623110.207574492 633026.145357323 638696.529904405 666015.878011411 669307.915431896 613281.630728044 6184.68153735316
117.05788/1.697 669888.537050902 828563.407321334 1182534.0446392 758352.299445592 522315.730351193 747924.905071301 548671.785405573 1145958.0997201 1037574.69094706 990842.756296935 741640.13592613 738036.734286709 824327.991759379 1067603.43764596 749286.178069309 1017618.54307852 842280.336888735 1055171.31251698 728055.513788563 679364.880351361 767574.137323483 781088.832892754 705258.257267003 854601.945894292 662017.907475515 679688.911859828 998117.14751465 859700.008327669 872948.190864764 930512.217084657 920767.04849879 916190.350252151 899533.088262397 841970.396550818 26171.7713491175
529.27126/7.445 1148909.24275952 23958.6014889241 13603.1607059292 13082.032534776 7443.70020134727 7394.62105062644 938402.202563239 9841.68608479443 34368.1433817374 36049.8102406617 9522.12135405527 401453.806372724 41771.4743764407 13397.0130968733 415722.663517012 51571.3839106001 138369.988883556 8105.18893977837 676556.264908148 30407.0954974054 661937.437218952 157042.33686611 95624.5718668916 51411.9078747464 453615.944056452 469420.700366053 24149.0862210605 203248.08686321 206349.138290732 209414.981585668 224184.812304092 245109.607849039 203761.502172182 187540.234219552 5723.41197085105
316.16371/1.67 89346.6348894339 319102.057213068 566968.184937072 488321.39650819 344911.443127363 481176.001036416 408015.164425249 328816.365454474 735170.938806255 232693.406775941 332652.265262121 307812.196179563 402284.269741421 328171.855271809 430588.205446892 373150.03959728 391112.93300611 83739.2197706489 429797.873905282 1175476.50157688 152003.30199506 369629.899461435 220065.769706861 1163491.88331959 419381.851527728 335544.960931581 420022.269431149 345178.017855685 426451.370439458 422581.081908395 392712.883971967 393216.426925397 369450.947327504 412693.117891481 6527.66399138316
281.10874/9.541 502682.392880622 410635.023873633 183694.08939991 189484.41276143 222387.158509801 500453.106903321 594049.87467435 243351.687260729 83336.477019212 1219773.33716283 1216452.21086705 1215671.88301504 352270.75300549 465219.821925642 628610.133463243 19332.6185049923 479824.015100619 502819.148606568 534558.82454733 63826.9406348895 484007.288017435 541303.792549029 893988.099556542 10687.1477966911 354263.04206767 397246.083733403 97887.5397668204 220068.603857483 237843.276528494 246601.572427752 228990.73257102 217964.968838688 234323.038954041 236635.976047497 13555.6154136411
220.08488/2.466 213126.116211775 682067.869818171 1109002.58525892 513842.706253365 484038.987913787 439701.23673264 291251.379817369 1040374.32736428 1029733.78550146 1007824.35750844 519869.020009131 262743.370057328 548672.371619544 1091852.08519656 212761.198113852 854062.692107929 858701.20737478 1169559.62736278 162951.229726373 325941.99830398 286960.886550497 297327.381639905 319452.498368106 507614.518084347 181275.966648771 188853.628954464 1072880.84719118 614946.945135828 633646.926147127 613691.588711712 605573.216472701 653072.48596378 679764.425277685 552911.826406134 6740.13246122197
195.98064/2.969 1187767.27623928 10765.3526255424 207771.425055654 22500.6144105724 71089.3244265339 24566.3668366675 285292.853003969 263608.775324862 11935.639229981 432679.652246955 19991.9080408086 969619.928706069 32418.8787384171 8761.33914148462 973576.584112789 9331.86547600197 9395.87083066566 620165.329144081 783577.030244642 21224.4052891444 1002740.75779515 780713.038305527 879885.174436127 45510.55213331 96354.7477322227 557213.102489526 311680.942999652 443030.333958918 446523.193302308 447573.039673173 427506.750502545 441232.985457315 450064.983009073 442330.245997029 8008.69530352619
136.0524/3.93 1059551.15146103 69719.7821207093 67052.1972674719 19129.7257063864 21747.0092401897 18407.8588891216 816946.778744558 71536.2618445786 56288.1391536435 105028.833742222 25059.8603288544 870350.438050603 31143.0141806008 77566.1315726959 948102.599473194 89228.8185939097 40848.1562007825 79707.4572635781 604711.953536256 27787.0773169318 889774.559012988 802030.775679808 1173742.17866635 39431.0869243 703962.382509568 1055792.91571373 97955.3024658643 402715.291481754 370181.729691198 368912.413111922 408261.61448476 393543.231953893 371016.887094571 389688.821630824 5892.28132832306
313.22552/8.344 919942.061300953 472723.766868273 653908.367244754 329183.31120937 847437.05937588 320488.930662682 178404.260552489 400034.539335003 335705.566738358 1118855.31642055 334982.139734726 196677.729204855 338421.222352681 382374.104348735 282018.928388017 352381.197108935 388604.669585391 672522.086552647 164349.079545056 1088671.98053336 268773.162675715 231138.658295203 90303.849910134 231667.28870884 306757.181712821 297432.588816585 789104.908226106 492544.029046946 365645.895731388 420225.861817448 422415.340615349 458674.016621026 430648.720772044 413344.525712248 18827.4072072997
551.32273/9.685 489222.366592294 756851.346325084 603792.225788889 726633.77648049 649219.947247928 707588.234138673 387459.846203282 679016.327403126 603219.826522977 573554.562092123 662483.114402871 721776.78175535 712161.117414108 671682.893330613 503226.556714466 476259.230103882 801572.481551924 762430.046104372 353648.896957575 737456.655990262 1103839.25013811 567532.740440926 566045.035009319 853567.315148622 588230.557211508 751423.948317011 557387.122599161 672996.252877193 683357.127264955 709572.374113688 673141.583189819 689017.781427911 661650.316549383 702898.209926576 7534.84322045942
459.95942/0.962 421108.259613982 913660.676022218 423533.396200495 198515.104076108 343674.213659348 249938.343089969 225484.015249917 203722.515860923 89354.346862151 954864.127315574 308273.299884211 853362.852426716 121215.927499603 518110.895062415 549447.490753455 405857.815278966 799876.733574473 590433.274210115 191178.1952869 29016.2671705243 416916.836619886 389685.917943886 1094365.91124123 27269.0584112249 280565.688067127 273298.193238828 313829.017124263 229621.521585976 313661.114430447 267622.468577809 355647.714283736 230060.038344058 252180.921968271 256332.788421403 2548.14620928205
215.0981/5.769 699234.424347221 13394.9060317 21517.6432431003 8751.31101017532 20928.3235425103 8861.10685318749 957911.329367358 12444.2443331751 9391.54141978096 52731.5665114225 9375.29632334753 765285.079367353 8039.25852768294 8935.99323509865 298072.090491042 10710.6447088103 8827.34559277208 39887.861401391 376819.054971252 11588.4659368287 341001.438482135 342853.567953873 292605.1522107 8044.40946465432 194900.019642929 328890.147752864 91267.1051069245 172461.099441033 221103.491185929 233491.631336782 213940.009167671 226065.24092277 209553.483446485 190442.764027202 7099.08050161641
264.02777/2.466 263354.626351097 746572.644424266 1007497.51999923 569485.925220888 550184.884789832 558835.944377579 333820.903559112 921872.977962536 791478.937415966 906364.33776442 622449.311647357 326805.101806211 563512.723547897 981364.353411805 280770.015369072 838119.204968217 751702.856081678 330860.469969382 210961.915186783 321117.124815357 368450.846329501 385622.123889053 398371.297944685 600401.187572317 223205.93014624 267036.321194916 860357.665436217 624516.817837282 655633.555809104 641716.093600569 622266.747962613 630069.212660408 653346.357466415 632109.590349966 8361.75230322565
254.13415/9.077 553902.723493896 656650.426404193 610371.5666924 512407.106081244 769008.132130579 672889.632170073 798754.967263903 667927.739435117 691331.304000123 978119.733841047 937830.577799466 947410.584166529 784721.468268794 825260.131904289 694353.603702683 206185.333237024 602984.690022324 808457.390637632 826590.321718161 685532.760453038 680983.985010627 634973.445629955 564746.66996166 11005.5885635164 600084.99776189 569155.405463289 545408.620544444 569205.330903478 607390.593291018 582863.688452726 592818.709396624 581311.00059049 608103.371393391 569261.224389829 31499.8114469189
424.06256/3.647 744175.71989002 28599.496490834 15958.8303973532 9694.38816974541 13491.0366875449 10639.8344062523 564587.513812389 15250.3436905865 20216.4231482038 12384.8118973845 21692.4673365194 870541.159042369 11113.1993010734 17246.1559608666 420663.707514321 36821.5115403439 20655.7938006998 12343.8827444641 233861.583926963 11061.9520188986 817110.334399117 422292.169579729 975163.491513068 10447.3935691554 413694.361540531 688387.595742698 48813.6067111858 223295.929596322 225552.7483414 240506.006083962 231937.333187638 229206.276916876 230913.202131308 223539.372326402 5665.01064749136
263.09402/1.856 92855.4437643971 252097.398950045 480238.630372176 182700.47110512 454789.168588323 162127.067899482 471458.698063718 236344.580060538 917339.979441178 155375.166299536 470977.732306967 224644.051070613 173366.746202248 405271.051238836 139294.291831757 360207.932378069 305045.070611255 114437.168111106 764164.492597095 633517.222393653 104350.361333143 347201.62418182 81550.8121449677 703031.764427514 172355.140527745 708820.915147059 230251.540851 315917.188718138 312451.10744323 327618.622078438 289587.450483016 310338.830719502 303491.417299293 335144.966567602 4182.56557606648
129.05786/6.011 370992.368459246 35069.7953294908 245823.080246514 138343.609311009 84548.3368024976 161206.993185809 355911.357728487 383230.933580473 135599.840273503 636567.433520115 178721.390190573 391249.955625955 132654.962853403 178657.097860872 412242.966186608 188230.001568472 345363.74035841 967338.958895769 265194.784277468 59168.6840371431 384258.956891583 425280.161557364 487818.321695586 171959.126491609 287596.22363318 329555.001945639 448377.401299862 321174.49400665 312328.187834089 352470.035730916 402173.537909992 379217.618939489 324645.98780557 295237.021238948 19371.6777876522
332.02196/0.918 1022236.23842586 319878.790318073 187028.627016953 123887.777676531 372429.395944507 163445.347087272 138176.560991765 280044.52995372 407721.135811758 250444.713269921 219702.719643121 162662.975350193 443427.97587158 260932.939029885 257269.832806224 237429.566409476 273103.227769824 261509.677623943 177614.720954845 174829.477805788 229090.327746159 211450.267572096 138255.32999435 126019.761788839 215583.045256302 146862.856014012 241685.584000772 246083.381260257 235330.228727529 263927.72591626 228937.795681136 229283.951666443 267123.507315579 231937.09359874 6399.91701265916
175.06341/6.009 397133.269117752 110806.655925457 335689.60463317 131945.678606984 105553.531556237 140913.262427682 303487.840815379 296534.681516517 122496.713670805 586185.60368671 177916.548656294 414502.776101993 82237.9830650621 106188.621054235 366918.700538999 215229.832563871 334736.580729493 930809.57311239 273572.691543314 77523.3840311405 379366.910833638 411638.230595865 507733.719164131 116332.651153428 270804.954262319 276359.455605621 397241.685512411 356647.857114121 299126.171472394 331020.763710556 306232.460315841 317041.525029075 334458.239274209 328247.671541569 7840.10996019595
454.21821/8.834 658261.037368376 685746.759497111 724433.351785662 409761.20930138 331106.738385589 490210.168730186 597727.550784001 492761.638972555 328929.937157807 567421.757863228 660106.202050203 559783.051571027 544232.734349614 408681.107690263 546173.23680226 477498.714207297 340193.921648257 497254.472338757 481947.147369694 307043.412761238 521750.625652249 567624.425209956 673757.849089193 539039.530110389 550723.707290651 847392.803036805 456660.219646422 537916.879668379 560736.967316442 521486.063009264 577424.313218204 540720.96678014 548328.20425555 541405.080011657 9578.27667851997
266.19947/5.729 714236.015781129 561251.990780154 732542.26482217 445607.071654809 403431.399645342 665157.714757159 552212.647231812 584602.491687697 429790.245912449 930480.924693807 741620.264435338 524938.772165292 667649.334543766 665257.546656885 404371.400934853 123776.559697016 487029.863379526 571854.932471302 498375.944848427 222987.922109805 454498.358191404 389279.577035453 527574.762686352 44250.6068270863 254382.372555731 300728.653880272 373724.415355066 372232.733283851 377867.205411164 329804.190332154 438375.657567312 325055.869674711 414822.11482805 339925.218889483 7497.52869066466
382.19708/8.764 838716.81435319 349473.213674521 329879.27403466 193796.770623514 145962.402732878 147924.233205266 66253.5279767575 228539.09231877 286577.105756052 245074.284502309 117044.559238567 117283.218005646 640000.358962449 190676.950630068 242548.18919017 55918.1492727735 245969.156504699 331569.481583426 308026.015514182 394878.659929211 344126.568870579 328083.384000652 134677.087929516 371136.955677373 339036.790745835 351997.523282182 242860.427654338 266266.497102151 322947.086343366 257752.584965113 332673.954383434 271339.897983831 298912.085268959 281839.118808781 6710.82308515354
301.20773/10.265 883724.440694551 205547.075482193 203533.616486348 128943.810922037 351279.601579186 84341.9034730064 504046.604910104 303855.157866886 20037.8728876214 583508.18843394 83177.266945968 426114.659380782 172013.077444945 100051.92360239 469822.739868724 37983.3712652046 28097.4898165607 441804.395981613 258501.093796976 215448.790714133 309759.970072096 411535.693090559 313976.662012762 88592.698258299 240497.978367457 501419.776729336 529438.147220998 345649.285688921 343165.612434638 348694.037012064 352179.781449291 314937.181560365 344871.615873248 360020.840098188 7929.54238315942
254.12669/2.147 350526.965717503 427885.378830403 709613.480516537 507922.133813513 682686.548006996 491975.626413579 341929.456411312 663095.587800386 767656.45640954 441974.17100223 538312.243047633 343664.502909451 713850.215734929 560177.719784914 309147.560698114 728914.306156134 564621.251321413 341908.200070567 300407.255813447 871844.042577438 360276.114847185 296685.8806795 235421.236820305 620053.668271181 240704.056859326 233857.999814858 608779.673364912 487954.19232323 549729.346613756 463399.363656115 469405.679821717 509834.374516626 509613.151168878 502037.992353257 6920.10412785577
301.0986/4.012 78517.4139158141 307509.41829234 255908.882806204 188880.196899042 209009.674425742 386930.469410738 328165.269129951 440238.317129409 283725.108362707 393821.343845891 901733.776740248 188419.536251198 660032.202863715 367433.960915578 99776.8932124685 26525.8452298381 159917.408654637 358381.093629921 473752.21327198 220947.242301428 210608.460973933 187613.357434351 35218.9234070827 7292.8411724727 237792.401049314 187519.961455858 352848.022423998 173044.161311813 182051.776140493 165170.846551801 202293.809884208 180730.821154305 183378.328539755 166126.176993841 6816.52034843624
316.1637/1.581 133608.117188793 138260.282578695 318561.091706779 331715.890506632 255341.048709554 328600.251582335 265868.283118016 174985.365231186 473674.007752886 137725.681359682 221620.914876442 161468.107771683 281730.355523058 212902.335974747 190744.053118261 197802.492326002 123198.555050175 101101.954513031 308959.716491171 848449.634494473 157112.333647565 239812.104797865 107167.539222163 818313.757597612 243210.846107339 252254.144606003 173120.854284674 240374.922815517 236527.932490036 273207.585333798 214769.95473059 259021.634352993 226773.821694432 256486.675144974 6374.78051747255
202.05909/1.426 131537.106655501 338601.763278456 427837.697562933 433468.001812128 628574.94867267 543733.947736996 345496.181700255 306019.043964588 677233.939040853 283632.935333485 578153.653129467 342721.479724647 496843.127540037 418387.79695055 215696.094186692 536341.165383975 403593.520710575 208600.568803255 496935.699750354 886140.984792582 246751.856479053 503595.208354182 268089.959016996 840379.124983523 311597.86138891 532190.289652331 514831.429561116 428193.468012567 291269.54492548 431023.414782718 410042.769369488 471066.604224626 314559.145516431 376776.256530349 4252.55040526307
401.27797/8.238 858545.572325491 265736.487968382 178470.752984953 165385.991609297 233975.571777487 156535.86865565 628345.73429418 219333.025493315 111632.367222148 318614.865050728 143415.488341534 693904.352086604 275795.366706037 141868.609708107 551471.982237329 172055.246011722 220152.010838509 283845.198445571 500154.174475614 316786.661907777 503475.46815885 405771.114774735 598213.133590954 191566.995070445 454811.427660354 713892.051224914 221275.386023188 370394.77493718 347788.896374919 358699.863422274 384518.287674884 362885.248670303 383289.233143979 335212.450023243 7442.28114111719
294.07881/1.597 649566.976075537 68449.1191250817 43137.0625842262 22783.8034126502 23349.2352115581 17142.3899800262 511807.828297831 47410.3873191381 39923.6495072872 33521.8926854083 25434.3282463353 730806.459632228 30659.0960970122 36133.7887406631 389018.488737732 50662.9925710704 59218.7475159831 42336.3989219071 399488.592955557 53613.3549789179 813235.51600409 547177.506713608 541084.297504358 34891.2161689925 487905.400051006 816932.308587214 39451.37755202 228860.675732534 245446.407045924 262843.709661759 270725.739502859 211757.605422856 255359.105349343 244074.11590731 4988.57190979556
316.16368/2.453 149769.472009854 371908.64455277 645623.199009967 527680.593849226 427453.770235488 463534.225615661 275287.805427378 355207.251700861 788620.002741759 325060.276606185 370489.899255995 233473.917855115 381196.659030857 408689.929088642 247535.18740397 422990.46007216 411287.87227775 177077.326571509 224504.948317952 721590.634092107 190336.75151138 267100.750368009 174581.478152258 851433.411444516 291984.024980914 256847.958694767 433151.79152167 389730.605127524 409665.821316584 401691.740701182 379176.694837024 397461.65662166 416608.160980323 385377.847388033 4996.0902684861
314.12688/8.483 608166.509486443 702304.490932518 287762.016527379 528246.024306361 598400.986509143 489329.625184044 624708.594759513 388354.946588364 428956.593468806 379414.463355715 533964.960375876 754848.985131344 457083.269244633 313846.933285697 498458.820473877 316279.863276943 181180.422832977 527917.841342666 349521.428923591 391308.972438081 605959.025816003 641740.61341068 537311.002261649 309021.5100809 344680.008922581 797381.387599665 395863.640351068 533942.736439669 555649.721671346 613010.678713423 576838.984344196 598613.900584573 543313.38525036 553803.339043101 8654.13072833636
258.02062/0.965 556358.2509246 732766.706583276 245018.961849907 254849.120430382 210198.490714328 278599.493273502 213200.041536417 395222.901248646 69810.0094394185 488178.245638591 333244.979321537 657916.736166276 172648.875280436 363477.471831925 275481.601975247 642742.009855821 390333.360705918 523812.101195367 177202.627317095 48554.0858260636 362551.834403335 360691.992426237 414328.395229312 33807.91507462 284121.703581859 231447.846449155 472261.907792307 292185.523480905 271871.549937249 281517.713728029 281131.959697204 310870.657719777 281606.592576604 284687.438386856 2295.43030270216
385.28313/10.241 336300.570674613 54826.5421287188 606084.169719271 182840.643147575 63402.4975101335 166388.419104106 199553.453135774 501440.435634202 245806.34627501 728684.692065968 30802.2961261014 240806.17635806 272304.763969643 74408.64740667 431445.270276771 256518.358030436 485038.312012435 803149.335965617 290042.966682238 166458.693460059 247427.854157929 227757.816059867 227313.733316521 115028.860222218 491111.327987753 321776.199345402 496588.261081521 366939.614294041 311017.290922373 300081.849219482 364238.78504316 354287.50458863 339610.460574385 314189.280406726 8210.95042709489
184.07123/1.89 378513.546764632 9912.60001530939 33578.4800450259 39882.7200137034 37961.0983317049 16155.1083413562 401159.370867265 20722.0426951517 19474.7692014666 31455.3591725648 29556.4417756325 374436.29336977 15823.7835724565 33643.3783110363 445325.160331231 7548.47393222985 23368.9357794558 38997.7223793851 635184.414718646 59950.6457608403 386151.94032817 753712.567097532 369366.585954089 36415.9695274428 576879.812285243 474185.876890103 42693.6634048885 209497.296088364 220648.587056162 218394.541708969 216059.016098039 200579.059241503 205936.035956091 231626.624342614 5216.71737372245
254.11309/4.519 145151.090429573 443759.244523492 154065.730763406 164475.037161057 180041.866806328 151321.567045805 216983.743288202 221338.169095062 206989.46779581 309923.801452263 176298.344184075 253459.543002756 214739.034192921 135509.233509525 217704.633081962 168202.498443082 170778.219688632 455217.375438522 283904.166966795 268689.670526017 222327.029444183 139578.175143067 188205.795465523 172525.533082121 734714.279806723 257842.870555587 218548.7874197 144970.742228065 161835.796387715 198142.244748231 176533.375313374 171860.157116188 162505.741475972 157469.252763456 6122.78753486599
257.174/3.205 210991.566905774 505123.877328709 272703.710372606 188452.824670179 124944.114298665 239937.548931182 156841.269750623 208681.693449079 127021.239699792 412916.801858579 796663.19655435 454787.975351334 131195.786511815 188011.52728725 303182.618983291 224084.246625991 620467.750512893 227616.578610378 514984.986375051 86268.3746200996 479884.962409648 105362.480405237 97213.4919906391 80763.8870972865 353787.956314089 498129.074366398 422683.766766838 132109.916277036 141250.631473453 136761.020447822 142033.634674791 141062.026091955 130240.433525455 142006.195709912 9633.37725611265
