Sample P15 P19 P26 P28 P6 P5 P9 P22 P21 P23 P4 P14 P3 P18 P16 P20 P17 P24 P11 P27 P8 P10 P7 P2 P13 P12 P25 QC1 QC2 QC3 QC4 QC5 QC6 blank
CalcMWRT A2 IBE2 IBE1 ENT ENT ENT A1 IBE1 IBE2 IBE1 ENT A2 ENT IBE2 A2 IBE2 IBE2 IBE1 A1 ENT A1 A1 A1 ENT A2 A2 IBE1 QC QC QC QC QC QC QC
184.11039/0.941 254019.705698259 197538.782242818 234233.010840059 258123.629157149 307893.342043381 233014.764785142 256206.866032012 244784.929400581 486698.627898278 117867.026913699 200807.886611056 190344.647543949 329613.903020623 187915.393944781 267394.121391265 232394.764335851 133761.555069414 203451.489389596 281890.82196493 834151.600946769 512526.660350075 191330.182352707 274151.795311273 142656.029423408 262734.734299364 368221.506138705 193972.586788963 177715.613010348 232462.420375295 257808.435655939 232248.435326635 184840.362304595 213704.964828148 93953.7835743726
340.33453/0.574 353432.58585151 472923.62209608 831183.80629056 526090.400005994 546889.932082133 452960.08385799 315588.032430494 845039.354035155 620037.683879671 463873.609875688 436791.271747852 334891.409551761 655402.846355767 772711.421012951 312736.49703585 643914.979423595 655135.80129902 498092.34320886 253157.475580765 470115.787286958 266555.0101567 232151.049094896 200876.331693101 502813.848772409 374842.767683368 350985.970534551 809645.667428882 414963.624390726 415087.931764275 365185.853455843 443142.278091149 418618.807250083 395519.806445119 112158.093641415
219.12629/0.825 20161.2608923702 31207.554382255 8293.29530391154 25957.4678998236 885437.416536402 96634.5438208254 37051.5453658346 42464.3634427037 11382.4388826171 274573.679643382 281058.384421163 346054.664247071 867292.710636724 82600.5188551229 279649.987476729 10736.2251083591 25744.9573644815 246770.93783414 338030.730597465 708023.239024347 296469.902421368 246867.37278594 57630.3550258743 6636.28743846927 182143.146095532 267486.158763643 144920.267275792 227704.800756797 252717.332379503 233261.455856695 239292.011054856 219181.371536429 249535.145973461 4251.35202070319
229.05111/2.132 844751.065071992 10312.9096116637 124206.540674313 10853.2375900938 10920.6101125447 9816.31645829151 552444.838778516 112540.758962188 9652.04412973661 195358.146990595 9559.96052436675 582029.862673603 9970.17136833023 9487.74152183534 673023.284357082 11987.6778729546 9550.23698284222 176122.136490534 518302.450917283 9259.07559248469 544547.895153915 574170.274849601 569625.708538486 9034.10621569597 737921.421137288 699372.161088206 177468.715515515 342236.255024528 356425.758855003 333108.259186011 304641.734755418 306207.525299698 368760.444375304 12889.1516114044
126.03204/1.657 133868.442660605 41690.1918541221 59753.9979954074 19369.4120397201 472363.689345178 18899.506650718 82290.8271528043 400205.814361619 197626.645250514 699526.818613605 391386.219863294 368234.117562687 395007.676300793 572639.749445 312517.014024698 519811.800441386 114561.548717636 782743.351156294 206289.864140639 243378.420591563 297959.787441922 310793.929624672 202028.306320757 284936.933588362 296817.544269433 253850.999054209 542523.137482643 528544.25845583 534119.66478983 478342.711016822 501013.621730451 497954.192798085 532523.256203724 9165.999651064
284.17181/4.396 844646.139651966 474112.239244284 514910.711404358 514017.456465998 392202.363640262 462382.157516129 827402.212305991 357232.804529521 297412.265025226 346524.014590183 410753.548533167 667156.29877052 522545.9974104 403165.962474359 817153.888792804 281689.945531892 391027.556678208 274404.555462855 707134.96109142 327855.545640155 576765.461306675 731691.921430002 607894.199996383 493619.79728286 644131.140832846 623662.830958473 267114.604258174 564507.560269295 556598.000745638 555992.523912467 535514.15915971 524492.480661921 579897.261998135 4577.59533007799
254.04655/7.702 495774.069582849 310813.444323449 326639.772546171 352918.266615513 461663.867380613 318063.180732251 463229.496168581 297495.369504401 498341.235698327 231977.936749984 265107.588703526 277666.667423991 431181.7075687 242313.361417453 429592.531099666 195416.879434098 350465.449042145 285745.392134517 399906.903409563 750950.500799841 333679.509145421 505105.72409249 167050.609186689 558086.00083392 321275.689422259 464150.100622877 256505.399811255 413261.021511046 430099.328993386 386981.598475761 313484.784546247 366459.562981616 442984.942895193 76376.5087858341
139.06374/0.834 902584.620794851 74301.430359577 88010.2687134377 40632.2596329353 53452.1866685058 30752.0552020502 675060.490141413 90344.2883696038 69415.7006839303 68453.3756822628 48328.7442124563 601416.954979541 64875.0567591638 73861.5864726454 505126.415578229 75660.0055904456 118201.481619083 78521.6847962795 488904.633556881 65283.7734076739 562332.168451668 647252.099675355 470960.697767787 47205.6016321295 514899.232171868 542553.653893527 79514.5804905429 289992.836664067 312280.63583684 263230.10879039 263405.098130852 255901.141108664 317017.246254829 9393.84125065778
186.06457/7.268 540331.482130516 535253.54126335 727244.505959294 703551.727827182 606219.965767088 381726.492075192 653503.070909364 590819.985276245 396656.625677667 504459.600635784 357547.927879898 477377.939545263 603350.874652289 568634.872071539 604126.577823128 359509.226163861 654580.180185659 574230.669433663 280667.918340781 774299.704853207 288711.134278993 703848.8337982 488821.066235211 918596.843199757 682095.880464325 726216.052306432 547108.572236832 646476.157276419 655466.984851817 627457.941182827 655091.60578402 588037.541098741 686794.9433578 7881.20540499026
334.06704/7.662 188051.842032356 343859.87831186 450056.223711313 428492.382560828 208044.431828072 347409.646360569 134491.288963568 386164.64180448 447762.19219265 239758.463202932 285180.10389953 76315.2180952512 790313.676511517 247394.526676531 125216.976576029 244804.306142735 229386.171347115 240968.245276189 146924.696392477 324689.164925985 96265.2594869756 161890.373279436 70506.7769067852 371916.287807569 168320.555965006 202825.706777131 290844.861335286 303870.882401006 271561.675069046 249670.251483115 259810.974674875 259504.584002647 297696.946821944 6009.72929718757
250.05152/0.832 282856.473687895 353880.419490976 585183.979983767 493655.889806574 435712.200890428 451225.873862663 364801.278161119 326688.312573193 559184.500590062 236549.27368372 304613.010398614 258780.359943119 394497.748271612 285281.490753272 381172.472903936 266947.728625819 344934.691491574 176381.319102554 319198.830965944 693823.803347324 210640.244148179 281242.476115772 202249.711044288 697034.711100154 473401.306913748 321760.454670589 241463.790023253 387330.96398271 371394.008071771 357211.263079291 350860.405800516 325762.797692026 402742.256373196 6644.54467287366
273.09426/6.555 396043.377098411 677567.896531676 634356.324182281 619590.405545326 668786.824883161 593752.671413526 457692.748339263 608041.813436472 645787.172035539 579631.261651506 576801.168066112 399087.89170277 616456.117028993 619300.875393597 610946.915423047 682723.165853846 782174.398896006 570466.923196951 416327.091973955 524126.940137088 310529.913558696 404161.849019198 275327.284716399 558160.511096342 402599.20207076 316148.850575841 502959.812429957 606326.946159413 620977.94329642 565449.716577499 551972.978276709 581970.471858262 627518.276085453 7333.89879231426
169.0743/1.37 95845.8332195003 257670.532295909 138251.866932873 145406.244357382 41460.5563267266 133136.284124346 169780.795339055 710094.43869451 790816.272273066 114054.436226028 108585.545898179 166873.645976891 43957.1613363454 415560.798242992 133178.501630656 334524.447678416 322021.680545775 345281.85895517 246368.49461458 25798.1902714985 105697.233694946 141453.728406914 85601.6653429172 14067.4255705841 170214.941079732 262699.512856651 267096.487766191 307630.549819613 289316.762437933 282458.000478333 242354.200744576 285993.441377556 303029.76225658 6946.55015677454
256.02161/2.115 646278.822547809 214269.395919055 531583.822341179 180823.325682116 218250.367580662 208862.700786001 621507.616809661 509878.812059726 299391.222639281 610847.775560247 193373.560902874 546161.61965624 219336.326198417 395176.754372253 504860.21381999 381509.100759851 441153.515648006 593605.421985027 483536.738036299 222308.644157832 576643.458781961 517502.068548 558162.584950402 206753.392633554 501464.320865966 474277.359137629 460726.071797649 497105.862615915 471758.218877725 461795.609386351 497324.300650599 491858.572046856 473233.676974437 10232.1627830443
233.06526/7.597 436264.277829756 505575.804459584 558280.392715343 447625.041274937 691411.447299538 448183.435367321 539135.948818731 481951.211031996 638722.674538446 394848.15239802 500852.799529161 411131.435009225 424021.36878427 568502.100959637 416571.974181144 433638.929042085 619629.641987536 436417.33387677 482559.888801368 607921.845256233 414673.075430819 349427.938914592 269920.581639717 619856.217666479 307028.18259119 460655.42263851 329302.193825367 489353.789736009 438538.485057433 446154.323867977 505401.167423077 437615.972306747 468194.5432039 4061.03173669203
362.3191/0.573 755805.489084653 175222.641771066 219294.714790372 156559.432868606 325901.214489396 163358.120267327 577619.039780559 91471.9512112728 43194.0994822841 163630.062340025 156624.346569365 599743.294961619 162537.607787371 146721.296823833 567754.684203801 54345.5102667137 81998.5576693165 153005.608601157 589547.403199363 175223.790258916 677655.616370026 564835.153399516 609252.491048017 187092.104735212 528220.00696499 584039.391916682 149041.565195085 362224.756734889 355760.731154841 288432.930725234 390402.789662492 326500.268870743 351598.144350444 5188.93565895123
246.07438/7.916 335393.809877588 422334.111496638 567386.94211171 490464.75719168 450826.142628431 646372.505612907 584043.173983609 448466.819594232 603509.825609089 287778.608341146 500188.504794551 407353.167815737 273282.777843643 338830.114027874 351081.688689236 355129.504087262 423782.828660844 172756.276198144 382575.424651058 720587.120232744 277965.329029959 401688.112288047 231042.327594203 560852.5234798 474385.624742762 446332.905325762 375152.466817728 333416.828824933 341460.769946406 453918.662526436 325898.145816325 323198.566203013 379892.795292011 8845.31405294529
286.01865/7.179 481089.67690473 210932.115366164 379348.31757655 179476.219232562 350223.074177658 163530.128673811 166950.142256419 267915.004951977 760104.815264884 220929.92501073 188329.995609133 162922.894195821 380870.47989827 186521.390095419 280492.860278556 156200.276256474 317053.925239821 168714.791236573 308554.656369987 569712.803405697 264247.924287615 296649.709883931 121399.99336335 347887.611613812 449815.163770602 268238.426594363 160172.237605228 273899.520604204 299370.334011066 275583.665174513 253636.599487411 253906.575747531 300542.330552052 6002.85200044964
748.52713/0.623 31565.1627569528 147429.545822993 122157.09121493 100510.758034139 39655.5215960894 102849.375013674 14582.9239250536 69277.745439551 78902.830423052 214390.303169966 85454.2409705977 17251.138539914 225358.64813926 71017.642990543 215382.874498927 64660.1491747812 83920.6113676884 110135.989583061 25440.9309822156 75255.3673650431 88114.837145078 242205.3353837 587449.811563932 336540.155893699 24810.6993926499 24075.1887842339 83964.701498953 113265.183611765 123127.955210898 136376.408022766 108502.016704833 129629.169588071 118943.814689219 5403.03043810739
196.04092/1.898 241143.429349301 155598.550372934 395841.578562819 337093.511633078 293684.96320942 302520.146333253 471136.253188397 178571.435355171 699631.988426282 131681.42471454 172021.235518685 220181.982172819 304781.755943148 174624.290561386 274743.238720409 183336.452066834 333117.660072266 140153.970114268 311236.62109636 717426.473397911 184028.375492036 243716.397736835 163187.69688291 525262.296258316 275211.351132846 305415.944163784 193801.065287256 207369.41957359 190247.918677352 298287.886793569 274291.268625252 251555.851841424 187756.153853425 62661.6347191268
209.07255/5.976 149174.181275949 177578.638357066 239501.439194507 179995.499836605 157736.408971297 147144.950060792 104479.512374316 209472.998667716 202429.904436081 110609.54569961 119961.868152374 70279.0512962906 151420.484496426 156669.600393798 126177.95732252 175183.960464152 163675.666181519 150769.572759519 85234.305549673 135668.76378396 60541.6143633251 86800.6823425577 54554.8624199147 123141.783142468 83355.0956680237 58661.9482951709 104303.131112703 169648.172831321 175458.441932114 152260.786151902 150305.957784378 142437.047383302 188903.072560931 3816.69584808228
342.04695/1.656 9106.77766603892 88024.822982867 246472.142120979 104751.381243634 87783.41922259 99048.4108331055 8206.45040314269 176907.798442604 307611.461071428 145512.342089026 81024.7677318066 7834.57419056372 191427.976495819 101260.973810797 7044.70940483433 156226.386177873 178875.530924106 123648.939518402 10186.2133543235 123446.788448349 6878.62677341484 12570.8848505293 6682.28445995432 92305.5427741994 6498.83869389011 18239.521980111 113320.294077401 161279.025478042 127998.869799506 126927.035686534 142384.469604703 128395.296568097 147912.712973596 7050.8250991682
273.98543/2.119 701373.566879278 188154.07425441 527152.547916315 152869.633826272 170630.529993746 163410.330996596 645190.389125788 530690.466850458 240515.607975879 607942.989827864 161702.741366626 524620.949803053 181587.052090955 346709.683315928 504046.628589984 320135.880459435 388002.042927079 580910.596272838 506974.773174968 176401.33268006 519257.97337829 519918.841797158 513207.630192075 158198.448387634 481790.104908357 464839.570359971 431694.016058145 490064.535647418 478243.092784256 469684.054689733 462317.916392183 459313.881264856 494525.745392422 8773.18867885851
193.07429/1.666 620325.310494718 27639.1164161997 13929.8156000318 11771.0225628827 11439.5032786138 13023.3991695236 293215.601782071 12392.9392079326 34914.5906204613 12685.9911943368 10216.2718288353 349598.608872356 11353.5584821903 12226.8968268395 283883.781122699 10046.8867674464 13363.6326293161 9799.96918810901 82783.102702475 10284.5172163806 634702.793517532 482163.908767119 377368.439362891 11456.8350734673 138432.654409005 574478.056838626 9176.15827048128 169333.863322744 134541.262496463 158784.045974062 150298.413457754 138809.227100811 161190.262765417 9008.89784115743
207.07479/2.227 201670.892874803 471981.769862235 452498.049098154 442083.600141247 470223.410889766 423731.675000251 233929.575261877 332488.772958402 614482.696665041 316244.47806905 434454.567358842 216598.966317083 384072.065506896 391173.311471136 457231.741636672 543204.224607797 488163.565728819 358943.937593749 607925.729747509 617748.401652873 345589.635075114 390238.015806487 431998.822553538 489879.508184576 445900.245350043 412704.385618813 368682.848514011 462767.295513144 473504.826904094 465646.908477479 406758.771482164 415449.122673052 493764.977334818 9859.29294709255
344.22055/1.18 482404.575009388 189508.925742334 516780.920794274 283005.541301718 385017.685571509 267856.29631214 139178.5636694 281664.156049194 721521.743722415 194173.462829624 151770.24236077 159301.928107465 350885.078181487 325405.720903936 355675.525476855 229039.139632369 304308.259416041 194681.049596303 383515.521168734 524395.683574463 193981.08159657 385924.426727379 145647.718442895 331011.500801334 279867.124566484 279112.754121254 236711.339519464 394574.67868297 318470.450985304 305383.96853438 318698.367968158 277622.328501591 386986.949236132 8304.2163380323
186.06456/7.176 409983.089933754 388084.224288879 430351.824532894 425432.692281341 499974.464089548 430008.95398611 442467.591303939 419109.271650925 686900.262668445 322594.595960354 393835.362809004 377706.480078204 437619.767584724 365452.67741746 435557.369366875 387962.119252274 419170.135367847 373303.849744099 441578.714326981 571710.290380997 409846.843456089 482548.752077602 284381.02935735 649080.624705168 477721.871009622 476481.067558183 392148.495198235 484601.898070167 465259.457099892 417335.132850966 444583.607282739 426510.648362988 503747.008916331 3587.0131642272
203.04346/7.368 492242.401403783 325020.425340249 422392.03272065 391266.805284776 466525.857786876 418376.247697038 672020.04659739 413100.297996365 579495.650439109 339788.866250829 264345.380155365 444548.186766972 483280.410037721 217656.440266404 454622.778788597 292929.950621866 496131.083136475 434507.352213124 685923.983269284 470167.711705354 534203.145310164 633994.224852094 349447.181588892 719032.383453224 374304.066642544 178877.034027474 285672.009323559 479670.878111658 480326.918344081 453839.900670027 440122.343372507 506927.927477204 463770.647211763 9059.48407674146
340.02183/7.745 329682.376609182 318483.86575277 432159.779433008 358263.218279731 358753.600213712 326260.824080476 434878.113552036 270859.804749191 429634.475901293 180080.704395005 302524.688302606 200279.050060736 360232.495743307 219726.870184416 282338.544689116 207011.34713297 302255.990341047 234460.729267835 387078.135751218 578808.452517835 176610.366403307 296423.857525001 162802.840604644 695428.250950285 233121.830059306 309182.896983537 182756.333419124 342123.610933728 312553.51707297 318601.948342077 246383.240594012 292206.902683266 358540.478618474 8822.36447404499
308.19701/1.547 821881.33318846 186232.54872631 185967.122263532 178958.023369315 308875.521146748 147892.54873344 603866.45194885 144969.82540202 77659.1230387289 421832.744542913 104275.593054163 597063.067602722 217312.497280817 87849.4727130351 585507.905541902 57770.4054377485 145782.97864125 251776.110726197 276289.936482088 370791.451237679 419999.38906104 284419.682654082 202154.15209642 247991.493824114 449328.776394113 484321.894179785 255811.067269359 329213.786915768 331548.152570261 293952.579245372 327700.553280851 310541.959997282 328255.588504276 9161.65100505153
382.06901/7.681 278967.706460109 214631.008787685 414838.326179755 333096.982622621 374774.60712981 306462.923549025 303545.949803891 289963.176033599 634240.73548853 166742.442490391 192453.586000979 184492.011416051 404264.187419945 259961.272287636 353383.349279321 212923.655874815 258481.890760754 180078.290751814 368766.626545256 630011.17578848 318586.504653997 371743.058294101 138783.813935767 680121.084816879 258701.742763428 298527.820702068 190631.887676986 346957.894843805 326380.674067991 333528.970091647 293487.478671825 284026.48605336 372723.800509655 14502.5756578985
173.01516/1.631 322424.677860208 217677.615515641 440166.494482467 364254.977408541 323033.218819987 306860.529461126 298762.893084222 241796.540532937 421600.391182957 145002.262525614 188317.126700367 171661.352526252 249723.366060653 176019.606450649 269223.593780996 181501.851030073 218582.365126894 200840.592726886 317995.367589097 506056.26820511 212127.999750927 268735.806143745 142339.924935582 570805.326975639 289806.156039005 194377.329077005 158005.147701661 305867.502036576 300285.497114652 258859.467476863 286783.658316003 267382.993273342 307862.648945439 8166.52020102965
378.09378/6.197 588344.936259912 59749.0588723871 167356.757154685 66152.688274078 131992.060569646 105843.335205934 135028.270616922 204950.575993997 147864.272165313 87237.6494668205 62726.1999471488 120363.664698164 60702.4047521008 318835.253630444 111412.832100771 133905.31308303 122700.074530981 90067.2674296055 103609.148971475 42434.2387291454 127263.094570729 464631.551079705 68025.9768083194 103107.740730524 36145.7069988676 58239.5993212682 58922.236427855 124876.106421619 111693.466144995 122799.234348616 110447.289227781 87893.5942874945 143266.549582034 64555.9367730756
279.11454/0.96 87017.6447784189 33076.5852830473 58565.7411701568 42462.9453711684 11510.9464676406 37883.1460451296 26006.9872828493 257044.408956583 674296.967870943 72343.4153497512 62625.2376749708 48587.5630565772 42101.9309854831 63216.0411107476 28742.0106628685 237466.051506783 62440.6777819498 42153.9732222948 33074.3234018761 19756.5202904466 38193.2590396265 70528.6439525993 54936.2267281631 34228.957791977 61298.7940608819 60664.6952517887 66069.558866815 52742.6057313543 57388.1777925975 48473.0691170229 46863.2947956393 47811.9899853702 57769.030002009 4039.53978984676
366.21793/0.967 139247.066410376 259066.596613745 720226.006508748 442360.825716155 369557.740340087 389575.573805241 159170.807359616 220519.132978749 301019.61265789 301538.876735071 260832.680113274 168184.186152997 161382.426591433 174810.547592849 176268.875065398 195142.039752217 256743.188517843 143566.24167287 303597.543331678 373642.492912281 145980.348967595 202342.151446784 69214.9940400485 435450.090918434 182382.226985916 283074.426859191 202068.211029964 284753.540000413 172354.268824295 263654.043086583 245443.497937648 230203.088763999 239102.839994651 9967.82008150641
240.0186/6.603 223194.728272186 312038.153698486 559911.334812133 287399.060014325 524860.926588207 272001.464281749 554835.064268029 314629.904700572 615665.448425984 306658.710188373 452256.661870748 314753.853457758 281553.174899449 424454.686982677 295755.503064595 351063.823729763 369844.703449578 260122.51857771 686269.126420232 504186.433024613 211131.340565624 408328.324075844 172425.033807619 576909.510370648 298997.624487127 548768.480171288 275684.52552392 399641.022418407 416668.171901838 416149.197637415 393528.520527026 377317.180269298 431857.207272025 3847.6069182108
210.07449/2.228 220472.476951822 502448.70550251 484222.558112348 497881.406635607 475182.644344548 414436.135285523 309286.30161225 390686.365381498 642843.679515487 284800.723574965 416664.80541 285893.080546849 416544.00946708 350658.999553618 511634.279356937 546314.926146128 506621.240883117 383085.844784709 644909.044682331 574296.205543315 374589.187815078 399485.085561348 539475.18681044 497695.115670157 462286.147362743 395224.996719974 420782.903965397 537062.215631722 529074.098833239 486361.849428108 456067.468287198 467425.932886873 577007.762817469 6187.10300208575
320.02395/7.665 279979.772589121 388710.199587722 467082.095247675 512148.008683498 537238.129553482 479238.444663825 490280.778511924 325374.167327155 603719.066311631 232422.587096332 325721.988519498 298171.280101347 415179.601892825 362043.993712712 363752.045412416 377372.146285788 454254.297253203 160211.842326908 381194.535404967 655619.219217599 223452.323498161 306382.257617122 204261.046349498 684267.208733509 341531.92296359 317288.098047404 361797.016200761 356883.176308313 382914.272630209 366944.646116272 354643.013820037 347913.946988356 384577.213841044 5481.36314152728
200.14177/1.156 248789.47058613 226207.008623189 421900.950715023 150703.383523057 213130.618054012 127628.241930696 149869.871657185 342952.220328107 197237.833278842 646906.26891516 140545.052119996 223941.115308394 150656.317571573 138549.130412887 183803.905303497 143169.287132229 151054.699311619 393466.322733433 161346.94950147 168903.048260785 130646.034218738 169010.404007204 128035.166612725 158075.067228708 157209.509132076 179003.97002984 361408.67326518 251888.046920949 239262.267682319 197766.14368951 209560.509898083 220456.564396994 245135.872423461 81146.7237955752
125.98125/0.803 184095.500087061 81379.0643925736 267406.097655091 338000.505462061 314422.504148053 376466.967671761 213776.115651543 149147.84955233 270757.340161011 109979.456185417 121873.869157257 143625.759300869 42025.5841391472 65027.837024095 265986.243382965 106201.365500104 252477.11791115 158951.339396053 212454.863425684 589613.609258894 168444.869982556 392463.38244632 61527.9855325625 396632.761502076 189196.36137359 168370.381369496 137138.192890359 218752.574093156 207961.973518732 172232.722697188 180132.340329593 196993.712593372 212666.780779933 8067.44720428098
246.1221/6.844 164033.114997659 256585.670684386 475723.001896064 220165.809887257 184602.284262733 198700.779485956 158994.315494973 333120.541276562 245246.431740956 289168.596332541 172543.422939495 131115.023925983 245382.600321242 320134.365493915 153522.339643377 226112.31170524 480670.61856651 315721.503935605 142597.721061899 157563.695386086 121389.419177331 133577.127872058 116779.649555066 220217.294961583 172171.018691895 134786.627829274 197015.636226435 244524.316954483 258969.507708728 273214.809377326 237832.64355336 238009.703097336 267006.871856327 7492.44589553233
216.17296/0.627 364356.706007123 126237.16688846 76667.3542272878 159337.410910888 272681.091633368 96848.6911632346 194440.868357344 48332.1949797466 107570.840453044 103294.719937178 71920.1968086734 611556.034889601 95073.7681124597 55308.4125392613 184074.037065408 57025.1710169276 72293.2540308501 110421.569744639 170362.975807956 166390.483007047 231285.815419217 159571.531511471 145456.283104218 74818.0440767384 426905.570371088 287128.359978454 54020.2478220381 212350.177910767 172405.193773198 184641.564553371 177182.764063292 207097.557093848 183934.75897337 49530.5181292946
377.10782/7.168 143983.882631546 391505.148447789 607836.489298121 390893.698341423 248218.373563126 353477.372664441 251193.43825117 522844.048883127 485211.299878516 240654.261892755 354670.642066835 84469.0851320424 601640.240138692 305992.098491057 146602.72493866 304395.134708938 302560.698913083 295567.016193939 185211.372899525 401960.720057706 137539.504471747 310212.625672227 101762.369546408 390045.667427399 161990.241421766 225077.674534119 484809.958452354 362564.159843881 339757.906111438 301173.183438439 360880.662262347 317050.351312649 352506.083255659 3752.46997708778
144.05393/2.908 54743.4548735338 173036.927838132 688765.111826615 148630.132113796 120035.279230474 131872.917349626 105502.406354466 451647.119958827 152644.1574376 540268.952989504 115871.342589568 25511.4875056744 132512.488988887 124912.253937901 115236.874334933 222718.136122593 149697.016079444 242936.067148172 48715.1610639603 123452.324732514 42855.8799963877 42104.8527366594 51857.6359973666 73530.1690087851 72942.0249281309 44471.9576423747 255811.241113903 182432.008763007 201599.904652441 176227.326479689 187161.75160607 166161.92094512 199721.73164721 11015.1071788856
230.09086/5.194 189999.998903883 246874.969120056 502571.249252889 377041.971053609 332684.422776721 300936.117102421 283647.853973467 243417.38931588 401020.680739114 186985.581081318 264154.692643434 205539.486318787 199959.192316898 228117.117823036 267506.133598057 207740.036138591 286429.082597003 169815.434021768 321305.259562931 525311.283669438 148722.527955081 318651.821933677 154450.110598194 535809.232942728 364235.580821577 269128.965989851 223582.792890005 311399.115788102 312799.937221398 288388.360177798 285387.951557597 277598.545538646 324446.426454275 3595.18930619199
349.11274/7.272 233073.261365718 315295.91166513 550716.698970783 417767.634380167 353532.572831052 534951.327661732 341592.481073232 362063.374356779 386546.070339128 232679.553771174 403560.661588712 244842.183317691 343321.482421496 81953.1108871677 463873.348653886 320815.858590703 323317.189756003 255051.098043825 327369.39059329 426141.594453498 371502.491070117 359806.808836783 264153.823276423 624939.800260437 328518.579848251 410352.522726663 330255.572517 328033.571227633 412051.107773075 390162.857956649 372968.272262177 277640.240271475 427528.469041034 5490.97184724655
284.97958/0.771 541604.86586667 30934.2069110548 23556.0214716941 18803.6068832505 21794.5999031766 16960.5942255143 478845.066584401 18494.2827007691 10661.9397478701 22407.5563227551 18313.904252138 403582.273397098 39410.0868485946 22511.1443720529 230347.978831569 12905.2784527303 57650.9534971609 17321.362640096 171531.296352478 16095.1280730339 340227.574992625 442774.915283239 446306.587647166 23091.1514376363 331306.631866353 239504.996973804 14733.2644291026 160931.473903574 170807.377047119 159357.819725724 152913.910185939 95497.9395324786 213839.759881135 3976.35093029548
330.24104/0.816 392979.088918264 268675.141934837 614903.625251054 377314.285322615 607181.129395618 588280.395793362 291660.70529038 292218.977431808 563653.50836114 315758.517374598 296372.430581281 306901.5295714 446602.628691108 257214.276023851 366520.032919433 337699.012905761 309359.690323391 254357.845429982 353848.230408005 392603.549042996 373068.93787322 291867.787438192 229723.914052437 476087.95915087 270400.381632972 389258.224056563 295822.016862023 402150.896650905 362369.098336563 348088.793016965 258865.156312221 293739.466863426 416828.407457375 55320.2441262836
281.98734/5.869 215566.884754693 250016.240053477 414580.235942273 282702.455265112 363439.273756399 231809.506391322 377171.473578724 270382.019401357 577605.508293663 187533.441136374 239834.851191513 221144.568726295 283726.844764451 249485.388222675 253175.862688844 256758.050823808 258969.393208572 161678.993791234 378254.04957673 556025.799864689 207640.075310604 256581.694496105 168166.721342395 533875.419438844 247506.824158731 349694.462452227 378293.93010068 287732.50625854 305467.503976773 289561.256330559 287377.17808953 243376.436115448 329924.441367578 2946.08417059825
176.99234/1.174 373508.04728879 113636.948769376 171978.084220858 99514.6833194593 328206.170825012 90299.9855430071 257240.654562966 170116.337380123 85680.0081257235 331240.318481236 191688.406835155 378531.250576107 238119.201498124 205523.914150643 421259.047912565 119527.556952315 141141.930091114 273624.063064274 329512.444795751 170140.45679271 348430.37518543 476889.823628566 270748.393405985 114262.407413034 439710.993673765 388616.716548623 203389.722940171 448829.101643059 419479.494860167 376820.244311373 352357.027882872 373962.756094448 447157.51376225 8117.89457358779
336.2439/0.811 529008.418915045 148471.403233486 51288.897461813 193076.842321496 133967.126442132 88870.7355109668 218076.145263477 239860.529257268 589905.122414046 51691.7203208281 84668.7654062408 102218.927424846 85944.1586829848 38934.1651234776 113929.11862289 114562.319693624 34985.3784731832 41756.0767296313 141723.132322943 103086.55006519 42847.8942150176 186461.494026036 76627.4428756462 84409.6081539798 369251.049929445 434839.261152029 53587.5811227579 137929.303074204 144896.001893553 140053.056631194 131677.892581051 132406.000968776 145476.733704964 9247.29231065886
188.04786/0.846 340758.590460729 435713.378391437 427803.973411389 343124.672040678 410720.794747803 300260.815508576 201447.24249694 282716.831704413 299260.300098324 352941.288943917 289199.292414191 302596.733376693 256634.133199011 396333.316308243 263573.833860062 247647.263522103 529399.218373707 333322.948154261 238955.211564838 290621.327568684 211123.969310548 247189.200908327 189805.898303247 255413.735987005 302175.01369747 261897.826058841 279999.064619014 368851.282579889 337351.482040825 324375.55182499 316435.663615212 339163.333095196 354724.057218692 3769.48494577412
450.00783/7.24 449587.529456693 419371.460786214 421229.871332427 418009.429108455 434776.716454523 424746.635124382 398995.847724342 393320.248250773 411922.836412635 370094.857359187 395750.859968182 374258.170976639 419020.292864704 364339.811847564 386404.15078329 404841.912675468 384944.682544119 418483.911537679 393062.710042924 463387.532490466 404868.455680528 466423.238457722 399565.945291615 445351.562491839 464252.373378412 461103.36684145 420905.4138549 454742.528881132 451479.982894924 425075.096495093 465416.301151004 401796.107485298 482848.595050749 4605.13943000605
217.05917/7.049 97940.5702650483 87891.8706374729 302093.393298466 202535.379609269 172203.791722214 146402.584365907 159207.830296604 117604.268562144 449718.740851416 72383.6933171262 99877.0546580732 82310.6526233048 157321.469894873 99404.267503617 110029.37414791 116407.014637276 114277.963098939 54700.8760506942 179220.591843463 406041.100518532 82649.0298526883 144378.862501755 35474.3378471804 468471.272043823 136311.975013253 137765.767718526 61219.6018931945 142398.289454127 147217.709951929 134914.00458401 115680.096457309 130836.174628449 150546.553464175 8945.52589182212
