CalcMWRT species CalcMW RTmin P15 P19 P26 P28 P6 P5 P9 P22 P21 P23 P4 P14 P3 P18 P16 P20 P17 P24 P11 P27 P8 P10 P7 P2 P1 P13 P12 P25 blank QC1 QC2 QC3 QC4 QC5 QC6 QC7 PR_P15 PR_P19 PR_P26 PR_P28 PR_P6 PR_P5 PR_P9 PR_P22 PR_P21 PR_P23 PR_P4 PR_P14 PR_P3 PR_P18 PR_P16 PR_P20 PR_P17 PR_P24 PR_P11 PR_P27 PR_P8 PR_P10 PR_P7 PR_P2 PR_P1 PR_P13 PR_P12 PR_P25 PR_blank PR_QC1 PR_QC2 PR_QC3 PR_QC4 PR_QC5 PR_QC6 PR_QC7
289.15266/1.613 NP-016495 289.15266 1.613 219904.765906157 603922.981389804 670763.799302118 395478.671919625 507977.19372048 255424.409073016 160668.839178408 481238.723204632 410734.440397524 498733.993660317 251121.739482104 129955.845678684 931779.411109841 428867.246989914 196225.507608957 473615.447451743 429514.786649098 426546.648332917 243549.501082388 588634.439835634 106671.954008758 213543.169441562 92390.7581910899 497796.573517016 1444971.77128626 157567.022963341 131853.65178838 660917.609528423 4982.49592996582 387283.427768021 433055.486602568 402642.624793583 373582.835181098 404205.928026416 417312.591576055 401035.676651968 NA 8.3 6.6 5.5 5 6.8 NA 6.6 5.5 8.3 5.2 NA 7.7 3.9 2 5 6.6 4.5 5.2 4.5 6.5 4.1 6.5 4.5 8 NA NA 7.2 NA 6.8 6.1 6.6 6.3 5.5 7.2 4.5
497.28146/7.577 NP-016381 497.28146 7.577 566280.558105923 283813.466280321 72633.8515843407 48207.7550413187 8700.08936967871 39107.4906665371 305655.262093782 96499.1873758266 60094.3577798773 87100.2203499783 84269.1276134016 285978.64760024 85382.8966537894 8802.88245283798 307630.549756571 11462.4393777703 101669.318656995 48092.8345849449 455923.843179373 12909.3825475636 283412.674166439 188343.105452341 258293.880024412 97706.4269404748 290131.005211736 367077.636952863 1444658.86871541 89276.0830264182 6830.57292607264 234007.849324919 216681.620233594 212994.338839093 225134.585720564 215105.537613768 232697.404525743 217868.393609051 7.7 4.1 2.7 3.3 NA NA 4.1 7.1 NA 4.3 3.3 6.3 NA NA 6.3 NA 3.3 NA 6.6 NA 6.8 4.7 6.8 1.1 6.3 7.4 9.1 3.8 NA 5.2 7.4 6.8 4.7 4.7 4.1 3
370.91494/0.886 370.91494/0.886 370.91494 0.886 1448758.67385997 1367199.10280388 1213944.41743571 1292317.74513803 1238243.55583076 1270643.9260841 1190559.99827111 1339007.5726306 1323273.26543805 1427495.7250266 1263206.57956388 1366263.1654957 1127628.66759707 1227465.97359105 1340958.47218966 1337742.51689933 1269124.69764357 1318823.24010086 1181551.93456719 1171431.97149142 1386645.2777071 1300808.55321078 1271990.97278173 1015721.94411613 1336987.93010791 1238155.71869608 1354054.92814834 1195557.31601834 5704.07968730144 1327613.10270886 1339403.11950558 1376039.14172805 1229759.55055231 1416806.77881687 1283787.69984182 1360592.1595191 8 8 NA 7.5 8 8 8 8 7.5 NA 8 8 8 7.5 8 5.9 7.5 8 5.9 6.4 8 8 8 7.5 NA 5.9 7.5 6.4 NA NA 8 8 8 8 7.5 8
106.04187/1.695 (2E,4E)-2,4-Heptadien-6-ynal 106.04187 1.695 694020.962372339 849980.988285225 1316740.92574801 894014.185606039 684139.448670032 842490.172192306 645743.046540096 1170756.16693678 1087434.76766067 1041125.10942926 834016.369117112 731983.83425107 903181.755259197 1194908.93739164 759382.22089719 1095555.19842261 1099674.86577058 1106978.39645985 693436.452161867 855926.625257093 748967.130857422 728416.781790296 701770.93660321 932694.21002837 1409612.43061273 542596.012475883 642888.519210491 1185335.97303031 70687.1344870449 952404.105437818 961858.852984741 891037.233601331 958433.196651601 962898.66456014 954465.112817867 925430.396585406 8.3 8.3 8.6 8.3 8.3 NA NA 9.1 7.5 8.6 8.3 7.7 7.7 8 NA 8 NA 8.6 NA 7.7 7.2 7.7 7.7 8.3 NA NA 8.3 8.6 NA 8.3 7.2 NA 7.7 NA 7.7 8.3
285.98325/1.472 Decafluoro-p-xylol 285.98325 1.472 372207.603039502 282112.282293705 28073.6158079233 109996.263283595 25707.9058828971 93874.8198096198 327481.218352829 38053.5465997242 17475.2317665732 754627.168450519 204616.489961408 644882.422008479 14691.0047934722 225442.178638164 663408.400749459 67245.3808060378 269671.154413462 429976.805890613 1427719.93507257 19303.5489025178 818743.138881562 267224.317747081 365833.393195234 33009.6820762253 19651.0226750233 818354.301593914 558665.591585121 100894.89622678 4242.04774083528 238170.648474459 254038.873297564 253928.058234472 254408.352654022 244229.147618203 248139.023646868 248060.005800277 7.4 NA NA NA NA NA NA NA NA NA 7.9 7.2 NA NA 8.3 NA NA 7.2 8.6 NA 7.7 NA 7.9 NA NA 7.2 NA NA NA NA NA NA NA NA NA NA
499.27029/11.742 "(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoate" 499.27029 11.742 1422619.95158882 795758.501471329 388423.614162491 1075881.65124055 732995.581793165 1057300.73965245 924322.825128222 1403086.36194661 433976.860330172 423581.344504721 714753.292099082 1127906.84126309 1308613.39784685 560568.233715617 1104327.60084254 286479.873980987 876653.629426999 1048267.57129177 790302.216290943 918144.913505702 1210505.22844459 915185.069140164 881074.313357766 1398445.56939005 180271.322659932 1364485.83908267 1275019.15731225 563812.223290865 9129.01710584441 995696.88552179 1031563.62933603 1027020.27158496 1001388.10115728 995057.992037007 1003230.40837601 1037214.6628432 NA 8.3 4.1 6.4 6.6 7 NA 8 6.6 6.1 5 NA 8 5.5 5.9 6.3 7.7 8.6 NA 6.6 NA 7.7 7.7 8 3 NA NA 7.2 NA 7 7.5 7.5 7.5 NA NA 7.5
419.87805/0.963 419.87805/0.963 419.87805 0.963 1227920.48373598 849397.604517365 152235.074582273 218154.91091376 246023.585391322 219594.449360554 320022.776633308 352959.371740914 32832.1166244563 1042572.90920239 391994.21271077 1248901.76076822 98685.7132551118 414091.841272879 399214.996883827 365005.731443659 405467.347386315 534570.490097987 135753.466878494 18964.8327056378 416150.861514599 251854.115964244 1331007.77586862 19665.0970126685 56576.6283260596 244746.718021716 230903.087612195 305919.870530654 2593.60945935437 251201.325931942 241731.669478789 259085.430308924 245949.459222844 269241.957956885 268203.625335212 223118.260983198 4.8 8.3 NA NA NA NA NA NA NA 8 NA 5.3 NA 7.7 NA NA 7.7 7.7 NA NA NA 7.9 5.9 NA NA NA NA NA NA NA NA NA NA NA NA NA
272.17356/1.37 4-Hydroxy-4,5,5-trimethyl-3-[3-(4-morpholinyl)propyl]-1,3-oxazolidin-2-one 272.17356 1.37 382027.67869803 528732.938881758 889362.043557316 819776.916935218 713978.279154096 728258.631375173 692153.010979499 501000.869748766 839244.530593085 351475.869778536 410539.783348277 596783.115886379 616533.782819568 576059.758812553 593617.087881117 568831.469308133 618167.973413722 294585.076342937 589514.512832546 1394728.96029979 270128.144233797 472541.367338422 400144.810703719 1408174.98252586 135764.785985171 761223.245302073 738931.04476617 753455.036347857 3713.88604118167 587313.901407128 571779.740946208 733854.089809594 733228.03179951 484867.793573759 682825.347394296 600043.48407711 NA NA NA NA NA 7.2 3.9 NA 8.3 NA NA NA 7.7 NA NA NA NA NA NA 8 NA NA NA 8 NA NA 5.5 NA NA NA NA NA NA NA NA NA
173.14162/1.562 "9-Aminononanoic acid" 173.14162 1.562 292418.121854508 572687.158953975 1119091.82816153 306513.458906979 265672.079831627 284682.64140305 207906.248232846 1297195.36643826 767040.013628926 517330.73596222 348252.552570925 538575.145029169 385599.429363 1126091.38974562 309180.275121601 1406034.98233123 1038558.27888785 861134.297274099 283935.642529798 156137.315972074 693219.068601914 676442.606650721 518519.649031601 248389.904532628 144729.728179582 221271.520615961 661152.575392646 569349.810313853 4914.74961353546 570380.678408666 598720.376025837 607129.320495138 628174.822487935 560181.61609243 595762.054094395 595558.247202375 4.7 8.8 9.1 5.8 5.2 NA 6.8 9.1 7.2 7.7 7.9 8.3 6.8 9.1 5.8 8 9.1 8.8 7.4 NA 7.2 7.2 6.6 NA NA NA 7.7 9.3 NA 7.2 8.8 7.2 7.7 NA 8.3 8.3
403.1481/3.481 Perphenazine 403.1481 3.481 1060827.70851101 862614.099493316 636804.865600009 1034353.10761864 391089.302234649 993574.501859161 835084.159816236 487578.366955407 492059.126933119 744399.417809539 820011.74106337 1163230.47229788 880872.018683783 681363.1005649 1408025.97375761 656016.956325267 352874.281962314 802620.317914763 740811.821727803 589823.109326857 1184364.7398729 758505.750926121 1406155.35745617 571261.587598546 747196.223110706 1290984.1205877 1346379.69153455 493981.671749494 5499.44256337384 850819.719029099 861508.770024942 825300.495189089 813160.783517603 857452.017651852 876872.352537395 821182.850553953 8.6 8.8 6.6 9.1 6.1 8 8.3 7.2 7.2 8.3 8.8 9.1 8.3 8.3 8.6 7.7 6.3 7.7 8.3 7.2 8.6 8.3 9.1 7.7 7.7 8 9.1 6.6 NA 8.8 8.3 7.2 8.3 7.7 8.3 8.3
467.79991/0.966 467.79991/0.966 467.79991 0.966 654269.844773594 620718.416530744 671696.2555448 729193.594867313 769124.872642507 807404.877983483 658834.597188569 1160843.59311228 750004.006641499 912009.958525692 672086.235887289 1021660.62767344 1366697.7357786 656823.531551961 679851.276716202 1254183.52622094 1265327.62593913 974975.99162627 1449406.79764961 698870.115700165 1231460.54881561 1479819.23868212 584835.688384247 1441280.93279962 1277814.52040328 1575064.10685637 865474.870367356 878748.487312225 1889.88471088239 1123614.29799087 646302.220451569 1298968.99453629 753088.623206343 893233.837245487 959585.413723074 1023432.93691434 8.3 6.1 7.7 8.3 7.2 8.3 7.7 4.2 7.2 3.9 8.3 4.8 5.9 7.7 3.9 5.3 6.4 7.2 5.3 3.4 4.8 5.3 7.7 4.8 5.3 4.8 8.3 8.3 NA 4.8 7.7 5.3 8.3 8.3 7.7 5
494.33595/9.65 "(2R)-2-Hydroxy-3-(phosphonooxy)propyl docosanoate" 494.33595 9.65 981834.767615475 15253.0888943704 10077.2481209754 18557.0268971492 11811.0848925262 17298.1119068319 523954.831551436 10311.086798848 12201.4179615205 10023.1371407875 9961.2361614216 225267.204479959 10094.1666816452 10059.8433261312 223370.071282399 10069.166741964 10288.8368446451 9774.05154908135 627148.599698175 11147.9981414348 488487.695590183 162992.122086887 263241.686254437 11641.9898403729 10420.4545302043 892453.823702824 1474956.4899556 10428.1190497702 6847.22975049243 209736.638472907 218499.893140144 204757.381981529 200428.886278443 225263.647687407 210398.498289922 207984.18829413 8.6 NA NA NA NA NA 7.7 NA NA NA NA 7.4 NA NA 4.7 NA NA NA 6.6 NA 6.6 3 NA NA NA 7.2 8 NA NA NA 5.2 NA 4.1 4.7 7.4 4.7
420.00718/0.926 "2,4,6-Triphenyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide" 420.00718 0.926 1100905.96519699 1176156.06883203 815743.249605724 893535.580936975 905511.363729641 879811.563944015 841493.669626988 850921.861941165 552607.849136265 1366528.44507266 1084249.90064362 1167140.09626515 738223.383315708 1205530.90069574 1194447.79763513 1168741.88911636 1257096.6751168 1211473.80715213 828265.342245266 501483.385677977 1147045.07951422 916600.280280279 1266343.97185903 389610.559564556 681798.955817139 1108642.60819857 984454.44908847 1019221.74204138 1785.05897895748 958488.073448407 915309.884860576 955170.672708705 1030788.86765102 919341.824074273 945566.517164658 944841.542756587 8.6 9.1 8.8 9.3 8.8 8.3 8.8 8.8 8.8 8.6 6.4 9.1 9.3 6.4 8 7.5 9.1 9.1 8.8 8.8 9.1 9.3 9.1 7.9 8.8 8.6 8.8 7 NA 9.1 8.8 9.7 9.7 8.3 8.8 8.8
627.39856/14.521 627.39856/14.521 627.39856 14.521 872538.091546513 1112668.78168259 911111.242475837 1193384.98940516 873287.233240187 1213647.29341545 480501.939400239 682154.563530506 584940.564525172 606091.464081526 1357327.93124859 558452.142128608 1377862.24026178 889737.4164189 683237.522470412 950333.261009504 624785.842897944 566830.170491646 529445.39250731 884593.219452117 834704.768574011 659374.566347974 682189.248031543 974089.069432003 430828.149425774 797682.295109034 887609.67122949 766566.768187991 10473.5549610703 850885.837144996 823655.874011567 967577.158201625 828075.109575683 871821.149051467 846324.597653541 874303.861403157 7.7 7 5.5 8 5 7 3.4 6.1 5 4.5 5.9 3.9 6.4 5.5 7.2 8.3 3.9 4.5 5.5 5.5 7.7 5.5 3.4 8 6.1 4.5 5 7.2 NA 5 6.1 6.4 4.5 6.1 5.5 6.6
362.21299/7.909 Cortisol 362.21299 7.909 740775.356200622 644276.841950296 708136.381950685 799464.724242902 628010.640134676 786490.327040176 323045.779663634 382513.359914224 1375116.75141995 422970.492283183 402134.253159266 351608.817421869 702228.020651354 893860.193384535 993005.711977437 524946.519861465 566823.924087416 429198.128715805 768386.450098867 1017634.54587642 506008.531241908 842552.283713003 521915.868531528 1296862.12352903 11035.1616361788 657703.688709486 577354.155720538 362226.838220385 9606.40203539134 678141.322379338 639403.073546522 642808.510263478 655910.098681874 644638.359648324 692557.852370848 627339.305374864 7.7 6.6 7.7 6.6 7.2 7.2 NA 5.2 7.5 6.6 7.7 6.3 4.5 6.6 7.5 5.5 6.6 6.6 7.2 7.5 NA 5.5 7.2 8 NA 7.2 7.2 5.2 NA 7.2 6.6 6.1 6.6 6.6 7.7 7.2
599.95523/0.949 599.95523/0.949 599.95523 0.949 977781.176980719 1239623.05174675 1045450.1708521 1141164.80431061 1218615.29423611 1221288.17891968 1242057.18342708 1201498.74730766 647526.718376011 1011927.25391149 1341868.1610385 1030885.78331561 979463.109009465 1283367.7850102 1164137.76514872 1213101.68462293 1365686.69013751 1173991.03369252 1120204.62729153 514137.818492316 1246218.77160949 1106059.36491679 1042634.11742921 315365.171642969 742579.017969392 1181326.56934686 1155791.64316766 1234266.62221877 3217.49166392995 1210819.58188366 1159910.14160023 1105304.72275959 1103708.48775552 1175248.37855305 1126249.23748435 1209735.04776974 8 8.6 8 8 8 8 8 8.6 NA 8 8.6 8 7.5 8 8 8 8.6 8.6 8 NA 8.6 8 8 NA 7.7 8 8.6 8 NA 8 8 8 8 8 8 8.6
94.04185/3.647 Benzenol 94.04185 3.647 1067631.97998294 125015.876813751 104451.199631349 107303.778745715 125714.346246146 127468.987790398 915633.182718725 105478.666717034 184066.811275569 125614.683666243 123057.854579107 1183890.0277809 38047.5666958991 144589.812597006 741543.296258282 112913.90736315 166603.703060735 118308.735345098 463361.116133717 57680.3537277311 1012403.16393243 629719.505322226 1311493.88942044 119492.929236165 83203.3209679207 659953.715901891 949671.464703663 136976.433436251 7446.6435707211 467096.541578621 429191.127976686 436544.97766954 490679.032782723 462451.731205863 441878.34448799 444855.065627849 8.6 NA NA NA NA NA 7.7 NA NA NA NA 8.6 NA NA 7.2 NA NA NA 7.2 NA 7.5 7.7 8.6 NA NA 7.2 7.5 NA NA 7.7 NA NA 6.1 6.1 7.2 NA
330.24088/10.364 "(9E)-12,13,15-Trihydroxy-9-octadecenoic acid" 330.24088 10.364 436941.762289715 460426.891750462 830888.571979676 570628.27828124 1032167.89152975 527656.006931481 371828.107127312 657682.473769465 1102108.7711606 711047.883312119 475180.117391466 428600.28227951 564004.308122709 403995.093875186 435572.787110162 452510.317448917 740336.793465732 375869.806938861 639569.683399032 1393093.95121652 793892.961809695 608129.626951427 250696.733885479 1144074.19351496 10689.4734709764 579491.119914004 687785.52678467 786669.615604395 7126.11541406899 627394.484100061 637567.957284452 636225.750226307 627805.169101288 644736.808011898 664387.710639288 597581.852644922 6.6 6.1 6.6 7.2 7.5 7.2 6.8 6.6 8 7.7 6.1 7.2 6.6 6.1 6.1 7.2 6.6 4.7 6.1 7.5 7.2 6.6 NA 6.4 NA 5.5 7.2 7.2 NA 7.2 6.6 7.2 6.6 6.6 6.1 7.2
267.94077/0.884 267.94077/0.884 267.94077 0.884 434405.236444648 543048.816424251 406909.755206349 433364.402960273 371586.833426685 438751.404073232 493308.844780485 662382.044808971 476047.731370907 490887.229192332 512645.33322233 579701.583998927 565215.703347019 308500.75638964 502865.63166031 339993.851157144 368789.421841353 512794.074783043 544543.751916211 555666.877584123 491688.8358588 498359.828207209 478747.632514593 551627.783487804 1348386.0573781 464100.558996186 421299.367268325 608329.589239573 5176.86102626279 539638.411129666 540764.297086068 524169.349142582 514651.79712947 544776.577587259 484076.093829885 583195.245529497 6.1 5 7.2 7.7 5.8 7.7 7.2 7.7 7.7 7.2 5 7.7 6.6 7.4 7.2 7.4 4.7 7.2 5.5 7.7 5.5 5.5 4.5 7.2 7.5 7.7 7.7 7.7 NA 6.1 5 4.5 6.1 5.5 5 7.7
571.33611/11.862 "Methyl N-decanoylglycyltryptophylalanylalaninate" 571.33611 11.862 977812.512596616 293240.115344775 256254.597349294 475927.787273706 322518.86749582 410746.812661018 710256.047518348 223299.408787528 179510.728273117 245034.100463005 445399.716404858 853871.285587457 507354.815368756 134080.843228991 1149642.67600849 203666.959680558 131924.396311991 280210.878219894 759449.605913285 380961.498880406 1033320.01670897 963125.235408947 874073.058597108 412676.226940457 129198.72067007 1113746.75614676 1326462.3764843 169178.510265594 8312.62266923488 546133.774706983 581180.36020132 568124.925967916 442883.53861758 560791.443851669 569781.595454948 558734.096687346 8.3 4.7 3.6 3.9 4.7 5.5 6.6 2.5 3 4.1 5.5 6.6 6.1 7.1 8 2.5 NA 7.4 6.6 4.7 7 6.4 6.6 4.5 3.3 7.5 8 6.3 NA 8.3 6.1 5.5 5.5 7.7 5.5 6.6
543.33309/12.099 1-arachidonoyl-sn-glycero-3-phosphocholine 543.33309 12.099 396837.034477871 591358.208908626 268876.956675982 727283.487877288 550839.642466555 832604.857888903 139148.4969842 510325.62933939 265356.312196369 172873.895032466 473242.365382379 406360.892423417 928364.459917678 704608.298100568 512424.830614022 208770.051515331 248336.25788487 317472.8640752 272219.991395695 851837.187159422 745803.744975973 616800.972536842 255201.047698595 1196895.88467891 1290656.39246008 307205.030207084 697744.137275636 484136.79835435 9354.68367400886 479982.145007544 525621.342483357 553827.205337788 495729.116482693 516086.023806122 486127.232319035 535855.389480334 6.8 7.7 4.7 7.2 NA NA NA NA NA NA NA NA NA 3.9 NA NA NA NA NA NA 7.2 7.2 NA NA 7.5 NA 7.2 3.4 NA NA NA 7.7 NA 3.4 6.6 NA
361.11976/5.982 2-Chloro-N'-(2-ethyl-2-hydroxybutanoyl)-N-phenylnicotinohydrazide 361.11976 5.982 1337075.71136689 70943.4044278732 238726.846404582 99715.2241920177 108117.038286815 86222.2098932376 848715.289847316 329160.770327673 65684.0444691119 449014.548717053 93738.5599089498 854499.588263034 126290.763747382 32668.1156307092 1063226.27840037 20133.2782662833 108963.304172252 555933.434104883 1112204.46390628 121246.426460297 752267.646088476 1278929.68643113 875382.649447144 93979.5426892909 289498.438805008 998052.184918761 1019999.83741746 532659.702768564 8127.84522514861 491870.560103216 523328.435596354 520027.651541993 508442.983359276 501112.389581058 503366.161780848 519563.989330581 9.1 4.3 5.8 5.4 NA NA 7.7 5.2 NA 6.1 NA 7.7 NA NA 8.6 NA 5.4 8.3 8.6 3.3 7.2 8 8.3 NA 6.8 8.6 8 8.3 NA 7.7 7.7 7.2 7.2 6.6 6.1 5.5
451.27028/11.64 "(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (9Z)-9-hexadecenoate" 451.27028 11.64 147967.718088526 473371.611666182 354446.553030363 686021.213403214 261244.810485009 644280.220777478 150149.162098182 562627.39341437 279777.983391303 293613.611056971 485498.825468188 215909.293032306 1059255.18461314 410080.552339591 257013.083889226 322082.80671352 444767.706641595 387869.041429547 134389.576999384 687230.43069242 277464.233192913 152727.8662743 237680.232696208 744930.665762667 1400309.02159217 186567.711419268 223912.332953134 281093.969248929 7858.94126808372 409772.541614858 405302.998103452 443360.80020737 407723.262205602 427267.276013794 349072.027369575 469280.489894283 NA 5.5 3.6 7.2 4.1 6.6 3 5.5 4.1 4.1 6.1 3 7.5 5.5 5.2 4.1 5 NA NA 7.2 6.3 NA 7.4 6.1 8 3 NA 4.1 NA 4.5 3.9 5 3.4 5.5 4.7 5
264.11436/2.969 GD8562000 264.11436 2.969 1231652.73482568 5538.89865323075 58328.2932135736 5830.96572117172 13207.9231730291 6102.23962474187 115261.971688367 89841.239574777 6621.2143554216 209584.746392513 6132.34123672768 993547.049571057 6267.23274943932 6181.4540053378 988989.74490996 6752.63202390176 6465.71543085566 449188.656359697 614565.068691725 6410.62031158666 1005819.01543531 884304.368472963 1034941.0085334 6771.44720880416 109740.985528456 23841.6130340095 451452.416025432 132797.662936862 4636.90644001746 241043.165341609 238996.333485915 223277.087641674 216752.787648362 222706.805677615 241431.572090907 241316.269830776 8 NA NA NA NA NA 5.4 NA NA 7.9 NA 8 NA NA 8 NA NA 7.7 7.7 NA 8 7.7 8 NA NA NA 8.3 3.8 NA NA 6.8 6.8 7.9 7.4 7.9 6.3
503.29457/5.036 503.29457/5.036 503.29457 5.036 416962.790086011 191654.31347156 634954.864610162 352176.163063734 586172.974710353 344742.684198371 381072.603947339 713444.419571609 1127258.1011958 197454.634518806 382793.22246197 173837.483367944 293944.606855245 292658.462184296 285229.716736037 384802.819546436 154816.290212476 195824.630046695 651864.438060575 611198.139188512 261535.499575682 413336.132178998 198809.240255685 1304442.32096264 9800.64494048989 314714.025610655 385807.272815975 354336.223670579 8083.30396578173 421503.543895139 416482.924654891 409040.799381481 409828.73387509 435658.449818899 428938.664071686 397285.668257133 7.2 5.2 7.7 5.8 7.2 6.8 5.8 7.2 8 NA 5.2 NA 5.8 5.2 6.3 5.2 4.1 3.6 7.7 7.2 3.6 6.1 5.2 8.6 NA 4.7 4.5 6.8 NA 6.6 6.6 6.6 5.5 4.5 5.5 7.2
275.13699/1.565 N1-[5-(tert-Butyl)-1,3-oxathiol-2-yliden]-2,4,5-trimethylaniline 275.13699 1.565 436517.299059806 287007.717565056 869573.083745 301373.28746156 123346.267266692 264485.324259831 438797.025266566 403141.375325755 209850.099227487 590628.446223385 550756.122279216 325516.363636229 1313923.33491612 135507.657430015 356900.899024002 163816.04089364 371661.897225562 382239.326730278 466689.009864799 310183.268560466 368165.220656525 377025.603235005 267965.079089318 229352.910718523 426061.686402998 242602.532884654 553063.948161055 303973.912109666 4723.85618027336 384378.807271416 386184.092514531 449496.097144578 466605.833531772 422837.08984368 382398.84397742 401803.538485751 7.2 6.8 7.2 5.8 NA 5.2 6.6 7.2 NA 7.7 8.3 4.1 8 NA 7.4 NA 4.7 6.8 5.5 NA 5.2 5.8 7.9 NA 6.6 6.3 7.2 NA NA 6.3 6.8 5.5 5 6.6 7.9 7.7
282.09662/1.449 1-Methylinosine 282.09662 1.449 1323074.37382794 293325.405298044 161929.051035385 99556.6185832707 204245.466138679 102260.453094838 921411.277979536 401695.974483944 271644.800879543 507756.365653775 202524.564432651 948214.052350933 309713.356019704 284569.185416029 974616.177888751 375219.004903795 399600.008875951 458116.548526583 1168599.13115851 90780.4977553069 1176167.58942563 972450.874002378 1003285.08510714 202457.604163885 698142.955179931 878380.070685003 1093732.3173841 418945.573899275 6053.89610182238 596925.449774945 599443.244741417 633075.076921689 603578.007874217 565333.904070141 663092.392408923 568879.807283131 9.1 3.6 NA 6.5 6.3 6.5 8.3 3.4 NA 6.1 NA 7.2 3 2 8 3 NA 4.5 8.6 6.5 8 7.5 8 2 NA 8.3 8.6 4.5 NA 5.5 NA 7.2 6.6 8.3 8.3 7.7
298.10696/4.419 "Citroflex 2" 298.10696 4.419 677773.685858289 577936.590721911 650359.798341035 417418.282206885 553623.74779671 670893.972800672 1061615.35622157 401159.445234265 445434.596679466 1152827.33881035 674918.395498746 1323088.53734217 739338.143339472 663639.032855999 846393.82378619 208429.504063704 508720.369878425 844387.505555681 716129.612032612 399333.019042333 771008.699188416 779885.518035462 711603.81234346 8452.54489340969 6857.44427840957 559671.440884267 644790.737707939 457726.120338701 6622.34627807349 569276.613795018 541057.919447708 587392.991028785 586329.16627035 547067.384053275 560559.209401181 571233.200065141 7.7 NA NA NA NA NA NA NA 8.3 NA NA NA NA NA NA NA NA NA NA NA 7.7 NA 7.7 NA NA NA NA NA NA NA NA NA NA NA NA 8.3
475.27019/11.816 "(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (9Z,12Z,15Z)-9,12,15-octadecatrienoate" 475.27019 11.816 682633.202485341 548654.052778296 616815.539570228 975774.629362434 631024.156000961 917752.058521023 521424.095991911 1277941.16895669 302032.17030499 518047.567899162 666289.19925924 837193.702908432 1102836.89615772 467402.600105145 874599.917671624 336840.360333629 360942.002637944 604799.47490443 471344.463396795 778364.853151461 640477.872870728 596281.118477023 742175.065381879 1017780.11942801 132079.241507865 573570.636171412 681855.985865024 440963.357633279 8351.745622096 700338.924933955 798658.23799042 651468.610720669 737735.127447614 718695.21874857 694325.109021551 769103.545352185 6.6 5 5 6.4 6.1 8.3 5 9.1 4.1 6.1 5 NA 7.5 5.5 7.7 NA 3.6 7.7 5 5.5 6.1 5 7.7 6.4 NA 5 6.6 5.5 NA 6.1 6.1 5.5 5.5 7.7 7.2 6.1
238.13183/4.183 "Ethyl 6-methyl-4-oxo-1,6,7,8,9,9a-hexahydro-4H-pyrido[1,2-a]pyrimidine-3-carboxylate" 238.13183 4.183 1305212.46316163 11501.2298544443 119485.39505047 10518.108766581 14843.638253225 11004.4011378173 1037915.15024326 230965.209493748 14644.2576202964 452952.95781118 12866.827893566 1070471.51248083 15003.2574917468 26605.9794149708 1098683.89721208 48991.6362872333 11289.8206546917 269804.548019948 857891.387887436 13739.1931350436 1002062.56980723 888335.121011945 1191536.36735319 42514.4606958249 89038.7317561456 1171584.83187466 1128281.71431095 338345.062868504 7399.12120498347 553182.46801843 547303.854277016 505649.521632146 487064.939169418 509315.823918704 530204.410799248 567423.4514305 8.6 NA NA NA NA NA 8 NA NA 7.2 NA 8.6 NA NA 8 NA NA NA 7.7 NA 8 7.7 8 NA NA 8.6 8 NA NA NA 7.7 7.7 NA 7.7 7.2 7.7
240.14746/1.871 Pirbuterol 240.14746 1.871 340076.788469947 458125.249810934 712441.110884264 744983.259963588 551545.115495856 680006.115710638 517899.124937897 555094.862106078 855810.375275244 379610.246006847 522121.159172472 471094.005429068 573698.017012775 507007.177308955 617765.668841151 516833.658630182 535306.677738798 237694.410401387 543637.002793421 1297713.52549393 341704.707814187 492406.155532208 331394.825074963 1049829.74973014 60695.4764505235 641336.179483273 560676.78152435 535037.177752158 7525.08476356402 539576.798849518 602299.85840269 553029.974345096 568995.952333545 552325.481924609 565746.120564627 574241.731070969 4.1 5.5 7.7 6.1 7.2 7.2 6.6 3.9 7.7 6.3 7.7 6.6 6.1 6.1 6.6 6.1 NA NA 8.3 8.6 4.7 7.2 5.2 8.6 NA 5.5 7.2 5 NA 7.7 7.2 5 6.1 6.6 6.1 6.6
