"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: mzVault Search"	"Annot. Source: ChemSpider Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# mzVault Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"mzCloud Best Sim. Match"	"mzVault Best Match"	"# Usable QC"	"RSD QC Areas [%]"	"RSD Corr. QC Areas [%]"	"MS2"	"Reference Ion"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 1.raw (F49)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 2.raw (F50)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 3.raw (F51)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 4.raw (F52)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 5.raw (F53)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 6.raw (F54)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 7.raw (F55)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 8.raw (F56)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 9.raw (F57)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 10.raw (F58)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 11.raw (F59)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 12.raw (F60)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 13.raw (F61)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 14.raw (F62)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 15.raw (F63)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 16.raw (F64)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 17.raw (F65)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 18.raw (F66)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 19.raw (F67)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 20.raw (F68)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 21.raw (F69)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 22.raw (F70)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 23.raw (F71)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 24.raw (F72)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 25.raw (F73)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 26.raw (F74)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 27.raw (F75)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 28.raw (F76)"	"Norm. Area: 230201_SG_Fredrik_HILIC_extractionblank_2.raw (F77)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_1.raw (F81)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_2.raw (F82)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_3.raw (F83)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_4.raw (F84)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_5.raw (F85)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_6.raw (F86)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 1.raw (F49)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 2.raw (F50)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 3.raw (F51)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 4.raw (F52)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 5.raw (F53)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 6.raw (F54)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 7.raw (F55)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 8.raw (F56)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 9.raw (F57)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 10.raw (F58)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 11.raw (F59)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 12.raw (F60)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 13.raw (F61)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 14.raw (F62)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 15.raw (F63)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 16.raw (F64)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 17.raw (F65)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 18.raw (F66)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 19.raw (F67)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 20.raw (F68)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 21.raw (F69)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 22.raw (F70)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 23.raw (F71)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 24.raw (F72)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 25.raw (F73)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 26.raw (F74)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 27.raw (F75)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 28.raw (F76)"	"Peak Rating: 230201_SG_Fredrik_HILIC_extractionblank_2.raw (F77)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_1.raw (F81)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_2.raw (F82)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_3.raw (F83)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_4.raw (F84)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_5.raw (F85)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_6.raw (F86)"
"1537"	""	"False"	""	"C24 H54 N6 O6 S"	"Full match"	"No results"	"No results"	"No results"	"1.48"	"554.38337"	"553.37610"	"0.511"	"1089354.59481545"	"0"	"0"	"0"	""	""	""	""	"6"	"10"	"6"	"NoMSn"	"[M-H]-1"	"208296.932814715"	"382357.603361949"	"89770.3730223075"	"169980.361594271"	"236876.463453768"	"231756.758443888"	"413987.45579739"	"693191.291437281"	"538129.476294392"	"100200.10193016"	"147258.746694795"	"327586.648641586"	"372751.382946734"	"426686.546492551"	"700274.466283648"	"435337.024734044"	"221051.063070315"	"683575.34332214"	"698542.931859757"	"1033510.4274191"	"702032.10166084"	"526904.19394929"	"64883.4053876516"	"927965.246777412"	"36038.115512556"	"482823.15670295"	"703921.481412101"	"821000.867712382"	"5141.98166363148"	"722071.804791492"	"724034.36380088"	"732238.880199882"	"653169.635630946"	"664475.072561656"	"764335.252093818"	""	"8.3"	""	"7.9"	""	""	"8.8"	"8.0"	"9.1"	""	"8.5"	""	"7.2"	"8.8"	"9.1"	"9.3"	""	"9.1"	"9.1"	"9.7"	"9.1"	"9.7"	""	"9.1"	""	"9.1"	"9.7"	"9.1"	""	"7.0"	"9.7"	"9.1"	"9.1"	"8.6"	"9.7"
"2987"	"D"	"False"	"6-iodo-3-methyl-1H-imidazo[4,5-b]pyridin-2(3H)-one"	"C7 H6 I N3 O"	"No match"	"No results"	"No results"	"Full match"	"2.18"	"274.95616"	"273.94888"	"1.453"	"1088419.42607974"	"1"	"0"	"0"	""	""	""	""	"6"	"12"	"7"	"PreferredDDA"	"[M-H]-1"	"260998.290038989"	"432033.956367258"	"914651.760651245"	"617126.323320815"	"504804.591086642"	"505911.57257812"	"500195.354435195"	"334983.834819501"	"550909.335942818"	"300232.415302753"	"455944.409171371"	"299863.688207999"	"335911.775537837"	"347346.025789067"	"501574.13480808"	"307167.753212071"	"477263.140532787"	"279730.675245103"	"578671.368918696"	"964040.516950111"	"226673.652973744"	"544026.239557705"	"229180.562865427"	"982834.009367445"	"54828.7589854869"	"654789.514052569"	"470926.774656496"	"309423.497222194"	"6518.32768892577"	"498519.773540707"	"495924.319172535"	"488588.995932269"	"435452.701798112"	"452015.471901938"	"523943.537668778"	"8.8"	"8.3"	"9.1"	"8.6"	"8.8"	"8.8"	"8.3"	"8.3"	"9.1"	"7.7"	"8.3"	"8.3"	"8.8"	"8.8"	"9.1"	"8.3"	"8.3"	"8.3"	"9.1"	"7.5"	"8.3"	"9.1"	"8.8"	"7.5"	"7.1"	"8.6"	"9.1"	"7.7"	""	"8.3"	"8.8"	"8.8"	"8.3"	"8.3"	"8.6"
"4041"	"D"	"False"	"Tauropine"	"C5 H11 N O5 S"	"No results"	"No results"	"No results"	"Full match"	"2.79"	"197.03634"	"196.02907"	"2.327"	"1086841.40744992"	"2"	"0"	"0"	""	""	""	""	"6"	"21"	"12"	"PreferredDDA"	"[M-H]-1"	"1259991.09100111"	"344240.249023277"	"397832.786323061"	"268749.598388962"	"190701.67766172"	"221661.387642645"	"694970.384719019"	"346545.613024857"	"371969.90575754"	"337624.086295131"	"156505.596767931"	"660377.614802013"	"321929.507703239"	"211391.073429292"	"677542.954084249"	"276630.70956067"	"188782.040914791"	"346130.94596849"	"771143.64239097"	"319527.799344552"	"633039.102332916"	"759297.960644028"	"625144.704819218"	"259043.007282638"	"538955.406668955"	"563804.061698563"	"588648.541094799"	"287245.965380875"	"14884.1015643869"	"537652.4694333"	"519141.723816517"	"464648.81363839"	"464841.609727583"	"404986.873720391"	"572245.210353723"	"7.5"	""	"7.2"	""	""	"6.8"	""	"8.3"	""	""	""	""	"5.0"	""	""	""	""	"5.5"	"7.5"	""	"8.0"	"7.0"	"8.6"	"5.0"	"7.0"	"7.0"	"6.4"	""	""	"6.6"	"8.3"	""	"6.6"	"7.2"	"4.2"
"3789"	"D"	"False"	"YQ1927500"	"C15 H26 O4"	"Full match"	"No results"	"No results"	"Full match"	"1.61"	"270.18354"	"269.17627"	"1.907"	"1081373.46790421"	"14"	"0"	"0"	""	""	""	""	"6"	"18"	"10"	"NoMSn"	"[M-H]-1"	"537112.385699709"	"97009.8054458685"	"101800.690144681"	"162809.922471514"	"171228.829570082"	"115066.042582172"	"325588.798431924"	"150076.501052644"	"31985.1081329426"	"171774.048215661"	"195792.897939844"	"400490.241949563"	"210303.922093737"	"77804.0439619835"	"361195.954710962"	"65203.9604341295"	"88867.561659143"	"150679.460822377"	"226735.933135433"	"285390.132159544"	"383912.905144699"	"313390.461088573"	"246205.031846987"	"248008.681143698"	"374673.791951552"	"446179.839328097"	"884988.090438705"	"75353.8816760097"	"12159.3471465473"	"309898.350903559"	"249578.21526891"	"332274.145067368"	"281380.688242333"	"307077.137938936"	"283556.512594385"	"7.2"	""	""	"2.5"	"2.5"	""	"5.0"	"2.5"	""	"3.6"	"2.5"	"7.2"	"4.1"	""	"6.1"	""	"4.1"	""	"4.5"	"5.0"	"6.1"	"6.6"	"3.9"	"4.5"	"4.5"	"7.5"	"7.5"	""	""	"5.0"	"4.7"	"4.5"	""	"5.0"	"6.1"
"3443"	""	"False"	""	"C5 H6 N O15 P3"	"Full match"	"No results"	"No results"	"No results"	"2.35"	"412.89600"	"411.88872"	"8.323"	"1079491.94754556"	"0"	"0"	"0"	""	""	""	""	"6"	"22"	"9"	"PreferredDDA"	"[M-H]-1"	"169341.428935035"	"202788.557985745"	"732716.045981743"	"609208.487150781"	"448746.109860412"	"420055.335360362"	"332406.651595154"	"277628.52565567"	"1048259.34231502"	"247784.084929472"	"259339.772867818"	"116738.176057109"	"416758.024456554"	"301496.102746789"	"290414.792297631"	"364501.063465188"	"373905.841882406"	"232283.745261207"	"445260.288522551"	"1227114.50621477"	"204003.382232445"	"421964.802598553"	"107172.69117223"	"1103069.78189126"	"788653.404887667"	"520324.818768257"	"531652.025959952"	"474163.041352693"	"7712.27451056638"	"529777.802800087"	"474913.477973304"	"421814.862397049"	"427751.639047549"	"504305.169455171"	"510496.284651731"	"5.2"	"5.0"	""	"5.3"	"4.5"	"7.7"	"5.5"	"7.7"	"7.5"	"6.1"	"5.5"	"6.3"	"6.6"	"3.9"	"9.3"	""	"5.5"	"5.2"	""	"8.6"	""	"8.8"	""	"8.6"	"7.0"	"7.7"	""	"5.5"	""	"7.5"	""	"6.6"	"7.7"	"8.3"	""
"2333"	"D"	"False"	"2-Amino-7-(4-nitrobenzyl)-3,7-dihydro-6H-purin-6-one"	"C12 H10 N6 O3"	"Not the top hit"	"No results"	"No results"	"Full match"	"-2.58"	"286.08070"	"285.07342"	"7.878"	"1072030.78961197"	"1"	"0"	"0"	""	""	""	""	"6"	"16"	"5"	"NoMSn"	"[M-H]-1"	"406093.225516515"	"313016.758595389"	"375119.722871991"	"198149.803825923"	"255425.655828125"	"168530.662687497"	"1014578.19279741"	"707012.722404814"	"363583.838366324"	"291565.253963513"	"252938.888275031"	"168933.693154755"	"187614.431611404"	"300642.267596898"	"284706.238485805"	"571997.077586643"	"364216.710414881"	"410364.931468395"	"301998.213987797"	"574931.278063013"	"225750.279091363"	"417125.540413526"	"262610.570595783"	"446654.308488239"	"942572.159324376"	"411750.529573042"	"419738.321384538"	"281251.882635055"	"4643.47663714435"	"420567.663262379"	"400453.113355596"	"412044.259775228"	"417143.961074213"	"372912.837364035"	"435496.784651953"	""	""	"8.8"	""	"8.8"	"7.9"	"9.1"	"9.1"	"8.3"	"8.3"	""	""	"7.9"	"8.8"	"8.8"	"8.6"	"7.2"	"8.8"	"8.8"	"8.8"	""	"8.3"	"8.8"	"8.8"	"8.0"	"8.8"	"8.3"	""	""	"8.8"	"8.8"	""	"8.3"	"8.8"	"8.8"
"4486"	"D"	"False"	"(2E)-3-Methyl-4-(sulfooxy)-2-butenoic acid"	"C5 H8 O6 S"	"Full match"	"No results"	"No results"	"Full match"	"2.52"	"196.00465"	"194.99738"	"6.278"	"1071994.30940103"	"3"	"0"	"0"	""	""	""	""	"6"	"18"	"12"	"PreferredDDA"	"[M-H]-1"	"362512.635045007"	"374168.782355669"	"636030.329740126"	"452599.944704706"	"448279.878981124"	"394144.535081963"	"486558.287447605"	"424471.508149173"	"805033.481850586"	"248251.086198429"	"342104.3002736"	"1083745.75469229"	"578181.432860914"	"360647.168753427"	"522279.936658731"	"276864.813535361"	"434605.809279213"	"290617.886655027"	"490772.641397929"	"823046.392379934"	"304571.166611701"	"441434.925175241"	"534098.434622093"	"770572.0869085"	"13170.7797952959"	"535875.822072295"	"404366.319213731"	"325401.039808599"	"7337.81289710035"	"480939.461017106"	"460505.1260068"	"433016.935547285"	"413346.872079664"	"388275.014278083"	"533754.170791483"	"7.2"	"6.6"	"8.6"	""	"7.7"	"7.7"	"5.0"	"6.6"	"8.0"	"7.7"	"7.7"	"5.9"	"7.5"	""	"4.5"	""	"6.6"	"6.6"	""	"8.0"	"3.9"	"4.5"	"4.5"	"7.0"	""	"3.9"	"7.2"	"5.0"	""	"8.0"	"8.6"	"7.7"	"5.5"	"7.2"	"5.5"
"2234"	""	"False"	""	"C19 H37 N O9"	"Full match"	"No results"	"No results"	"No results"	"2.68"	"423.24796"	"422.24069"	"1.189"	"1069752.42026877"	"0"	"0"	"0"	""	""	""	""	"6"	"16"	"11"	"NoMSn"	"[M-H]-1"	"123981.812932302"	"316091.456378228"	"1154333.65630315"	"419329.484129458"	"340972.289447463"	"306532.025311279"	"266373.850594746"	"300725.8213105"	"529309.867806926"	"495902.801048319"	"347479.00118134"	"154815.701230442"	"67492.7695540177"	"162938.465514684"	"152034.946685572"	"324982.940881542"	"303191.825227"	"136129.071897154"	"658770.39223557"	"252293.442082221"	"144426.91162346"	"228896.913190327"	"62912.1263467058"	"390448.169216031"	"5930.67860129138"	"211595.247360426"	"696226.623213831"	"211063.622757084"	"4981.32137729245"	"361012.690817946"	"351290.733791536"	"346179.980836111"	"278017.80239629"	"308059.024315217"	"384658.754285308"	"7.9"	"8.8"	"9.7"	"8.8"	"8.3"	"7.7"	"7.7"	"5.0"	"7.5"	"7.2"	"6.6"	"9.0"	""	"7.4"	"8.5"	"7.7"	"7.2"	"7.4"	"8.6"	"7.7"	"7.4"	"6.6"	"7.6"	"8.3"	""	"8.3"	"7.5"	"8.8"	""	"8.8"	"8.3"	"9.3"	"7.2"	"8.8"	"7.2"
"2732"	"D"	"False"	"2,3,4,5-tetrathiaheptane"	"C3 H8 S4"	"No results"	"No results"	"No results"	"Full match"	"-1.51"	"171.95062"	"170.94335"	"6.071"	"1069176.19787611"	"3"	"0"	"0"	""	""	""	""	"6"	"14"	"11"	"NoMSn"	"[M-H]-1"	"155654.130684886"	"143064.321025038"	"88184.5746456255"	"74746.4085785106"	"91896.9914739839"	"87508.0178362408"	"215351.834399128"	"248390.321173431"	"845175.309323709"	"89560.2617798777"	"115188.814649089"	"97662.9184928914"	"78833.5771216707"	"134237.93136017"	"130316.055368695"	"193413.332493415"	"125223.485816836"	"150809.32923396"	"167710.852874212"	"80333.9602417354"	"186804.36365866"	"116242.69613327"	"117025.021348755"	"68998.3995307484"	"1195829.26367322"	"138287.000060886"	"199501.526165763"	"87761.8920713632"	"6811.01103412784"	"215143.553766229"	"173413.974421839"	"173856.42456792"	"160171.614163261"	"199752.142640375"	"194486.119078361"	"5.8"	"5.8"	""	""	"4.1"	""	"7.2"	"8.3"	"8.0"	""	"1.4"	""	""	"5.8"	"6.8"	"6.8"	""	"7.4"	"5.8"	""	"6.8"	""	"5.2"	""	"8.0"	"5.8"	"2.5"	""	""	"7.7"	"6.8"	"8.5"	""	"5.8"	""
"2950"	""	"False"	""	"C18 H30 N6 O2"	"Full match"	"No results"	"No results"	"No results"	"2.54"	"362.24394"	"361.23667"	"0.658"	"1068469.28139803"	"0"	"0"	"0"	""	""	""	""	"6"	"10"	"9"	"NoMSn"	"[M-H]-1"	"928043.070703771"	"239439.267319508"	"106024.825527477"	"439413.106855805"	"768576.80539089"	"425844.755457934"	"801531.591688324"	"106434.000527677"	"59229.6155233419"	"192818.708960966"	"479527.851445501"	"765835.089209478"	"400009.038915054"	"43032.5267730178"	"1087253.03576896"	"113695.8029555"	"73711.5341620915"	"159313.677250445"	"804977.496822189"	"688699.745294337"	"869158.86156916"	"717697.286644683"	"695247.458601185"	"411732.195065814"	"131335.128400589"	"937379.34612086"	"839228.571326588"	"111342.780310872"	"2364.88356637278"	"385562.773313393"	"426153.402474026"	"326524.642198692"	"379885.912640388"	"367385.32392248"	"411807.367538521"	"8.0"	"8.3"	"4.7"	"7.7"	"8.0"	"7.7"	"8.0"	"4.7"	"6.5"	"7.9"	"7.7"	"7.5"	"7.7"	"7.1"	"8.0"	"6.8"	""	"4.7"	"9.1"	"9.1"	"7.0"	"7.5"	"8.0"	"7.7"	"7.9"	"7.5"	"7.5"	"8.5"	""	"7.2"	"7.7"	"7.7"	"8.8"	"6.1"	"6.1"
"4298"	"D"	"False"	"Methyl O-sulfo-L-tyrosinate"	"C10 H13 N O6 S"	"Full match"	"Invalid mass"	"No results"	"Full match"	"1.68"	"275.04682"	"274.03954"	"2.330"	"1066366.38632808"	"2"	"5"	"0"	""	""	"45.7"	""	"6"	"19"	"13"	"PreferredDDA"	"[M-H]-1"	"785539.70175031"	"129003.450339564"	"119437.444901598"	"104925.200615695"	"102839.844954499"	"104803.258508502"	"884073.21401317"	"87076.0365523861"	"152220.268789928"	"64190.4020746571"	"111446.493702868"	"1078704.69025932"	"96364.2856476868"	"117606.968141866"	"710334.448707826"	"145975.405694898"	"122447.539847449"	"77936.569213051"	"554603.11679448"	"84828.1451106927"	"1110972.21684398"	"727030.718860848"	"1159389.88135407"	"95780.8484715033"	"143453.565384321"	"850733.466433633"	"974769.82459083"	"185303.345228768"	"8631.41985445143"	"369300.063917471"	"391838.017702718"	"424316.2592736"	"440503.223410988"	"457263.370093399"	"320951.122257506"	"7.0"	"5.2"	"4.1"	""	""	"4.7"	"6.4"	""	"5.8"	""	""	"7.5"	""	""	"8.0"	""	""	""	"7.7"	""	"7.5"	"6.4"	"7.0"	""	"5.8"	"5.9"	"8.0"	""	""	"6.6"	"5.5"	"6.1"	"7.7"	"5.5"	"3.9"
"2913"	"C"	"False"	"Citraconic acid"	"C5 H6 O4"	"No results"	"Invalid mass"	"No results"	"No results"	"3.93"	"130.02712"	"129.01984"	"2.564"	"1064743.38574787"	"0"	"23"	"0"	"53.2"	"7.7"	"43.6"	""	"6"	"12"	"3"	"PreferredDDA"	"[M-H]-1"	"658130.850042277"	"783514.459114664"	"950495.966296451"	"694142.78055055"	"579387.77592302"	"668283.452479476"	"641353.643640623"	"655177.567566045"	"969338.904178184"	"583697.014733509"	"648351.090804158"	"521650.518592391"	"865610.345380285"	"812291.643073274"	"721741.875352342"	"593954.500616574"	"1003921.96746681"	"940804.719961893"	"506870.484023456"	"867838.829779478"	"623655.79958483"	"716064.922932699"	"338730.582011073"	"903290.578140299"	"545745.395304725"	"639688.240940956"	"527745.082273739"	"542708.272615812"	"48452.5770001357"	"734109.868116501"	"713419.521489272"	"697828.595669801"	"711735.225540904"	"690767.804571706"	"734215.90809717"	"8.0"	"8.0"	"8.0"	"8.0"	"8.6"	"8.0"	"7.0"	"9.7"	"7.5"	"8.6"	"7.5"	"7.5"	"7.5"	"8.0"	"7.5"	"8.6"	"8.0"	"8.0"	"8.0"	"8.0"	"7.5"	"7.5"	"7.2"	"8.0"	"7.5"	"7.5"	"7.5"	"8.0"	""	"8.0"	"8.0"	"8.0"	"8.0"	"8.0"	"8.0"
"2961"	"C"	"False"	"NP-004768"	"C13 H12 O6"	"No match"	"Invalid mass"	"No results"	"No match"	"174237.06"	"310.07302"	"309.06574"	"7.134"	"1063505.22484645"	"3"	"2"	"0"	"30.5"	"59.4"	"40.4"	""	"6"	"15"	"7"	"PreferredDDA"	"[M-H]-1"	"247050.080833599"	"200442.622647728"	"406930.275842018"	"282094.795683094"	"485681.564836849"	"231414.79472193"	"133226.923259538"	"190133.509744316"	"1042664.85440249"	"79978.0073545514"	"193526.917268498"	"61417.0856202361"	"456235.791124643"	"170928.86494167"	"228801.130527989"	"116620.725638877"	"241714.419210177"	"86837.7583754494"	"327204.414810005"	"793289.583747343"	"170291.35363894"	"322325.663791294"	"39681.9550597019"	"550401.238024972"	"15026.5254074862"	"312183.07129412"	"331742.867759967"	"191523.74152823"	"4357.62553430428"	"277499.380684901"	"278933.982012"	"252968.004980016"	"241256.978409782"	"261677.654329897"	"292676.750135411"	"7.2"	""	"6.1"	"7.7"	"7.5"	"7.2"	"7.4"	"5.2"	"7.5"	""	"7.9"	""	"8.3"	"6.8"	"4.1"	""	""	""	"6.1"	"8.6"	"8.5"	"8.8"	""	"8.3"	""	"8.8"	"6.1"	"5.2"	""	"8.3"	"8.8"	"7.2"	"8.8"	""	"6.6"
"3029"	"D"	"False"	"Niflumic acid"	"C13 H9 F3 N2 O2"	"No match"	"No results"	"No results"	"Full match"	"2.07"	"282.06220"	"281.05492"	"1.721"	"1063454.52454329"	"4"	"0"	"0"	""	""	""	""	"6"	"9"	"4"	"NoMSn"	"[M-H]-1"	"824723.290439736"	"427165.600621733"	"764519.84576351"	"314210.130657303"	"366412.060656744"	"305462.110318091"	"756638.092518093"	"726237.028232497"	"368249.491454119"	"862537.120793484"	"303379.058590747"	"589519.110087365"	"382463.280141799"	"339688.06136012"	"687751.113051696"	"485213.696025549"	"583344.717599714"	"767224.658691202"	"726782.195517291"	"410960.834442334"	"593351.365516387"	"724947.44164026"	"564725.16786344"	"378105.229828691"	"641539.365431231"	"637399.164832526"	"564888.276264336"	"956925.093395216"	"6112.21660810563"	"578765.208719403"	"637942.904845865"	"588535.668440935"	"563677.409064487"	"605467.541848568"	"607351.327617021"	"8.0"	"7.2"	"8.6"	"8.8"	"8.3"	"7.7"	"7.5"	"7.5"	"7.7"	"7.5"	"8.3"	"8.6"	"7.7"	"8.3"	"9.1"	"8.3"	"9.1"	"8.6"	"7.5"	"7.7"	"8.6"	"7.5"	"8.0"	"8.3"	"9.1"	"8.6"	"9.1"	"9.1"	""	"7.5"	"9.1"	"7.5"	"8.6"	"7.5"	"8.6"
"2197"	""	"False"	""	"C12 H29 N4 O8 P3 S"	"Full match"	"No results"	"No results"	"No results"	"-1.66"	"482.09109"	"481.08382"	"7.181"	"1062788.79091322"	"0"	"0"	"0"	""	""	""	""	"6"	"17"	"5"	"PreferredDDA"	"[M-H]-1"	"508928.885057341"	"396890.222970974"	"707888.855129837"	"539231.239401734"	"707918.098561166"	"426502.770867224"	"647944.235968645"	"508239.460441832"	"890107.216215436"	"317102.83362111"	"456525.555772896"	"468494.837201871"	"594202.898794467"	"406586.632448716"	"571429.620623195"	"333831.1186134"	"518513.506559647"	"421821.993331441"	"638791.887623259"	"871309.054794622"	"467362.043050304"	"691512.508438624"	"254022.221380208"	"893651.615031214"	"4941.46114733669"	"634329.46792997"	"541616.226860835"	"386618.485230058"	"5280.01812243012"	"603114.948365005"	"550062.59793726"	"556117.243085982"	"539571.353951458"	"540183.084950221"	"590583.584571693"	"8.8"	"8.8"	"9.1"	"8.8"	"8.6"	"8.8"	"9.1"	"8.8"	"8.6"	"8.8"	"8.8"	""	"8.0"	"8.3"	"8.6"	"8.8"	"9.1"	"8.3"	"9.1"	"9.1"	"9.1"	"9.1"	"8.3"	"8.6"	""	"9.1"	"9.1"	"8.8"	""	"8.3"	"8.3"	"9.1"	"9.1"	"9.1"	"9.1"
"4561"	""	"False"	""	"C21 H48 N3 O10 P"	"Full match"	"No results"	"No results"	"No results"	"0.20"	"533.30784"	"532.30056"	"1.884"	"1061464.13505443"	"0"	"0"	"0"	""	""	""	""	"6"	"8"	"3"	"NoMSn"	"[M-H]-1"	"875897.434441447"	"864058.426487499"	"934402.555497779"	"944704.357175937"	"833192.720781169"	"900209.89709108"	"836736.451433637"	"886099.223203184"	"890902.654625658"	"935436.916389884"	"847334.746935772"	"832234.387277326"	"887181.257972177"	"877438.044085588"	"825516.343979867"	"918319.97582119"	"966831.6583208"	"1018108.82072088"	"841462.534784558"	"813660.881697432"	"888593.657551493"	"843934.298238944"	"875932.08850962"	"883181.663893397"	"972366.035005399"	"854837.529462512"	"905517.590142307"	"892189.448784471"	"10168.6437705371"	"893221.202980284"	"908585.05937286"	"858059.986822354"	"942648.026982756"	"887211.883784003"	"891040.40674334"	""	""	"7.5"	"8.0"	""	""	""	""	""	""	""	""	""	""	""	"7.5"	""	""	""	"7.5"	""	""	"7.0"	""	""	"8.0"	""	""	""	""	"8.6"	"8.0"	"7.0"	""	""
